cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
1541,0.632164,-56.494247,2.7021597926E+016,332.12347412,-13.686787605,2.6121554769E+018,35.696094513,DA,26000,0.0014469992602,8.2350549698,0.0002058352984,spec-103561-59894-27021597925621206.fits,25.016117096,59894,J220829.59-134112.0,332.1233234,-13.6866907,0.398,0.4108,-0.1287,15.9,0.069,15.7,1.06,15.904,0.217,5,0.911,12.307,null,0.8,0.9296,9.033,null,-0.1,0.9334,1,0,0,0,0,0,0,0,2nnn,0,11,12,2,12,0,12,0,12,31997129,15.648,0.067,15.61,0.114,15.582,0.217
1553,0.887494,83.84304,2.7021598049E+016,120.99660492,-1.4907399416,3.0828339979E+018,244.72840881,DA,17499.996094,252.21888733,7.4428939819,0.0013405750506,spec-104378-59910-27021598048553838.fits,3.3715574741,59910,J080359.24-012926.5,120.9968501,-1.4907135,0.3551,0.3906,0.026,16.731,0.122,8.9,0.8702,16.711,0.411,2.6,0.8512,12.183,null,1.3,1.074,9.071,null,-0.8,0.9375,1,0,0,0,0,0,0,0,nnnn,1111,3,13,1,13,1,12,0,12,null,null,null,null,null,null,null
1582,0.319321,19.214044,2.7021598725E+016,305.04589844,-0.088668212295,4.2303320926E+018,64.368629456,DA,6628.0913086,20.13186264,7.4703292847,0.00064856972313,spec-101015-59740-27021598724614438.fits,13.064946175,59740,J202011.02-000518.9,305.0459276,-0.0885845,0.5471,0.5886,-0.161,16.511,0.107,10.1,0.9737,16.357,0.318,3.4,1.012,11.321,0.152,7.1,1.144,8.411,null,1.9,1.234,1,0,0,0,0,0,0,0,0nnn,1111,6,13,0,13,2,12,0,12,null,null,null,null,null,null,null
1583,0.448672,36.774791,2.7021597908E+016,239.23298645,60.282028198,1.6267233344E+018,14.092211723,DA,17843.462891,156.53086853,7.8987894058,0.00051574525423,spec-101123-59730-27021597907817964.fits,8.935921669,59730,J155655.95+601655.6,239.233137,60.282128,0.7069,0.7244,0.1926,17.527,0.116,9.3,0.928,17.798,0.484,2.2,0.905,13.644,null,-0.1,0.9449,9.888,null,-0.5,0.9808,1,0,0,0,0,0,0,0,nnnn,0,3,53,1,53,0,50,0,50,695531101,16.614,0.156,16.515,null,16.926,null
1758,0.135385,61.915556,2.7021597912E+016,174.4095459,80.266723633,1.1303355816E+018,15.187727928,DA,12911.200195,91.779083252,8.0988645554,0.00071968126576,spec-100814-59686-27021597911744488.fits,10.809213638,59686,J113738.33+801600.2,174.4097422,80.2667413,0.7572,0.7293,0.2613,17.282,0.127,8.6,0.7913,17.252,0.427,2.5,1.021,13.201,null,-2.9,0.9669,9.575,null,-1.8,1.128,1,0,0,0,0,0,0,0,nnnn,0,3,28,0,28,0,27,1,27,null,null,null,null,null,null,null
1761,0.238831,7.001118,2.7021597906E+016,250.2487793,71.449226379,1.6534132533E+018,16.977731705,DA,13249.876953,271.39663696,7.8290390968,0.000069500376412,spec-101165-59710-27021597906319268.fits,12.989915848,59710,J164059.71+712657.4,250.2488047,71.4492922,1.0652,0.9715,-0.2327,17.746,0.171,6.4,0.9812,17.494,null,0.5,0.8773,13.431,null,-1.5,0.9189,9.658,null,-1.4,1.011,1,0,0,0,0,0,0,0,nnnn,0,0,40,0,40,0,37,0,37,null,null,null,null,null,null,null
1783,0.459551,-126.023817,2.7021598867E+016,306.46386719,0.66530877352,4.2306553834E+018,31.057132721,DA,21451.197266,97.75945282,7.1478734016,0.00034800145659,spec-101015-59740-27021598867251679.fits,11.065002441,59740,J202551.30+003954.8,306.4637639,0.6652337,0.7275,0.7653,-0.2289,16.651,0.131,8.3,0.9196,16.134,0.28,3.9,0.9712,12.106,null,1.4,1.065,9.079,null,-0.9,0.9902,1,0,0,0,0,0,0,0,nnnn,1111,2,12,0,12,0,12,0,12,null,null,null,null,null,null,null
1797,0.19165,-0.684917,2.7021597935E+016,320.78952026,4.1580762863,2.6930667465E+018,null,DA,null,null,null,null,spec-101055-59882-27021597935248568.fits,29.592658997,59882,J212309.48+040929.2,320.7895196,4.1581295,0.0926,0.088,-0.008,12.833,0.024,44.9,0.9129,12.61,0.026,42.4,1.083,12.434,0.425,2.6,0.9623,8.684,null,0.9,1.021,1,0,0,0,0,0,hh00,0,00nn,0,12,12,12,12,0,11,0,11,1107432920,13.928,0.026,13.367,0.034,13.101,0.033
1800,0.042628,-173.581562,2.702159815E+016,146.39349365,1.9107747078,3.8465576607E+018,13.451893806,DA,6707.7895508,71.412582397,7.7168307304,0.00011742334027,spec-101295-59695-27021598150127834.fits,9.5925865173,59695,J094534.43+015438.7,146.3934923,1.9107629,0.5508,0.608,0.0081,16.383,0.1,10.9,0.9497,16.187,0.284,3.8,0.9511,12.571,0.517,2.1,0.9375,9.006,null,-0.5,0.8908,1,0,0,0,0,0,0,0,0nnn,0,7,11,1,11,0,10,0,10,780850103,16.563,0.144,16.122,0.191,16.905,null
1905,0.334531,-102.066666,2.7021597834E+016,309.09683228,63.702644348,2.2436112395E+018,14.732550621,DA,12997.30957,6.4052996635,8.25,0.00030954237445,spec-101791-59789-27021597833815579.fits,10.457025528,59789,J203623.19+634209.4,309.0966272,63.7026249,0.2355,0.2164,-0.0515,16.589,0.087,12.5,0.9237,16.324,0.152,7.1,0.8768,12.274,0.171,6.4,0.9881,9.21,null,1.8,1.043,1,0,0,0,0,0,0,0,0nnn,0,8,47,1,47,1,41,0,41,null,null,null,null,null,null,null
1969,0.44429,1.0813,2.7021597914E+016,131.31481934,61.284629822,1.0420717015E+018,13.069211006,DA,6000,16.176265717,8.9893474579,0.00015428864572,spec-102946-59955-27021597914376189.fits,8.7192573547,59955,J084515.55+611705.1,131.3148242,61.2847532,0.2599,0.281,-0.0399,15.527,0.048,22.4,0.8686,15.743,0.152,7.1,0.8793,12.715,null,0.5,1.118,9.198,null,-0.2,0.9897,1,0,0,0,0,0.005,0,0,00nn,0,15,15,4,15,0,15,0,15,822269746,16.073,0.099,15.933,0.221,15.814,0.232
2058,0.919634,27.710448,2.7021597912E+016,139.81085205,77.396965027,1.1315621211E+018,81.742469788,DA,9208.5546875,4.7097434998,7.7929844856,0.00017753627617,spec-016340-59629-27021597911979812.fits,26.543481827,59629,J091914.73+772349.8,139.8113965,77.3971912,0.1652,0.1748,0.0356,14.924,0.034,31.6,0.9525,14.962,0.074,14.6,0.9476,13.102,null,-1.6,0.9753,9.428,null,-0.2,0.9621,1,0,0,0,0,0,0,0,00nn,0,19,19,13,19,0,18,0,18,642986654,14.909,0.056,14.911,0.098,14.921,0.154
2059,0.919634,27.710448,2.7021597912E+016,139.81085205,77.396965027,1.1315621211E+018,81.742469788,DA,9208.5546875,4.7097434998,7.7929844856,0.00017753627617,spec-100140-59678-27021597911979812.fits,25.207313538,59678,J091914.73+772349.8,139.8113965,77.3971912,0.1652,0.1748,0.0356,14.924,0.034,31.6,0.9525,14.962,0.074,14.6,0.9476,13.102,null,-1.6,0.9753,9.428,null,-0.2,0.9621,1,0,0,0,0,0,0,0,00nn,0,19,19,13,19,0,18,0,18,642986654,14.909,0.056,14.911,0.098,14.921,0.154
2064,0.406013,6.324236,2.702159815E+016,139.23072815,4.1922326088,5.7938109384E+017,41.870014191,DA,15852.571289,19.289648056,7.5222792625,0.00017116885283,spec-101302-59910-27021598149852548.fits,12.073740959,59910,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,0.7666,16.856,0.514,2.1,0.8199,12.563,null,-0.5,0.8235,8.929,null,0.1,0.9956,1,0,0,0,0,0,0,0,nnnn,0,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
2065,0.406013,6.324236,2.702159815E+016,139.23072815,4.1922326088,5.7938109384E+017,41.870014191,DA,15852.571289,19.289648056,7.5222792625,0.00017116885283,spec-101302-59913-27021598149852548.fits,25.046279907,59913,J091655.37+041132.4,139.2307406,4.1923447,1.0918,1.2128,0.1807,17.165,0.191,5.7,0.7666,16.856,0.514,2.1,0.8199,12.563,null,-0.5,0.8235,8.929,null,0.1,0.9956,1,0,0,0,0,0,0,0,nnnn,0,1,11,0,11,0,10,0,10,null,null,null,null,null,null,null
2079,0.491937,-98.090804,4350487701,229.96697998,39.191333771,1.3885083335E+018,22.438308716,DA,8401.2089844,26.873392105,8.0954227448,0.00028878849116,spec-015358-59387-4350487701.fits,16.591722488,59387,J151952.03+391128.7,229.9668054,39.1913145,0.948,1.0366,0.1765,17.855,0.158,6.9,0.8167,17.854,null,-0.4,0.9488,13.56,null,0.2,1.038,9.569,null,0.7,0.9834,1,0,0,0,0,0,0,0,nnnn,11,1,53,0,53,0,50,0,50,null,null,null,null,null,null,null
2121,0.419545,-37.190294,4416217364,81.036125183,-7.7045726776,3.0151154246E+018,63.272258759,DA,10750.295898,0.23974660039,8.6933612823,0.00011918007658,spec-015111-59218-4416217364.fits,51.982910156,59218,J052408.65-074216.1,81.0360541,-7.7044798,0.672,0.7165,-0.119,16.676,0.117,9.2,0.9099,16.327,null,2,0.8646,12.645,null,-2.8,1.097,9.064,null,-2.1,0.9968,1,0,0,0,0,0,0,0,0nnn,0,5,13,0,13,0,12,0,12,115890087,16.744,0.13,16.495,0.227,16.979,null
2122,0.769646,102.098006,4521027334,84.08341217,41.498943329,1.9439434728E+017,94.137359619,DA,7340.1674805,7.0944404602,7.6775741577,0.000015314390112,spec-015225-59272-4521027334.fits,61.162963867,59272,J053620.08+412956.0,84.0836913,41.4988985,0.1297,0.1298,-0.0216,13.893,0.028,38.3,1.003,14.037,0.049,22.4,0.8713,12.569,null,-0.2,0.9848,9.047,null,0.1,0.9788,1,0,0,0,0,0,0,0,21nn,0,13,13,13,13,0,13,0,13,459567360,14.087,0.029,13.944,0.036,13.816,0.049
2167,0.827688,-9.056731,4375868926,29.479738235,-2.894698143,2.5046714764E+018,22.837818146,DA,13064.228516,64.215248108,8.2079982758,0.00026411344879,spec-015045-59169-4375868926.fits,10.676245689,59169,J015755.12-025340.0,29.479702,-2.8944711,0.4305,0.4336,-0.1181,16.304,0.072,15.1,0.9096,16.585,0.294,3.7,0.8973,13.006,null,-1.1,0.984,9.187,null,0.4,1.025,1,0,0,0,0,0,0,0,0nnn,0,12,23,1,23,0,22,0,22,null,null,null,null,null,null,null
2168,0.827688,-9.056731,4375868926,29.479738235,-2.894698143,2.5046714764E+018,22.837818146,DA,13064.228516,64.215248108,8.2079982758,0.00026411344879,spec-015045-59202-4375868926.fits,7.1969041824,59202,J015755.12-025340.0,29.479702,-2.8944711,0.4305,0.4336,-0.1181,16.304,0.072,15.1,0.9096,16.585,0.294,3.7,0.8973,13.006,null,-1.1,0.984,9.187,null,0.4,1.025,1,0,0,0,0,0,0,0,0nnn,0,12,23,1,23,0,22,0,22,null,null,null,null,null,null,null
2169,0.827688,-9.056731,4375868926,29.479738235,-2.894698143,2.5046714764E+018,22.837818146,DA,13064.228516,64.215248108,8.2079982758,0.00026411344879,spec-015045-59223-4375868926.fits,7.7363228798,59223,J015755.12-025340.0,29.479702,-2.8944711,0.4305,0.4336,-0.1181,16.304,0.072,15.1,0.9096,16.585,0.294,3.7,0.8973,13.006,null,-1.1,0.984,9.187,null,0.4,1.025,1,0,0,0,0,0,0,0,0nnn,0,12,23,1,23,0,22,0,22,null,null,null,null,null,null,null
2189,0.321324,-156.70547,2.702159792E+016,129.40560913,49.874332428,1.0270286301E+018,37.566810608,DA,6053.2631836,2.2892625332,7.8470926285,0.00014192113304,spec-102897-59976-27021597919702878.fits,25.266889572,59976,J083737.33+495227.3,129.4055544,49.8742504,0.5842,0.6226,-0.0536,16.605,0.105,10.4,0.7753,15.983,0.206,5.3,0.8891,12.656,null,0.4,0.8253,9.039,null,0.3,1.07,1,0,0,0,0,0,0,0,1nnn,0,6,14,2,14,0,14,0,14,613337982,16.085,0.105,16.389,null,15.295,null
2206,0.891106,133.626267,2.7021597926E+016,316.28701782,-1.9540127516,6.9162943147E+018,141.85876465,DA,8292.0771484,76.0001297,7.7065343857,0.000081668425992,spec-101077-59845-27021597926202304.fits,6.8161177635,59845,J210508.92-015715.0,316.2871971,-1.9541835,1.0286,1.0343,-0.313,17.052,0.171,6.4,0.9176,16.944,0.533,2,0.8645,12.437,null,0.6,0.9792,8.59,null,1.4,0.9956,1,0,0,0,0,0,0,0,nnnn,0,2,12,1,12,0,12,0,12,null,null,null,null,null,null,null
2243,0.905155,12.606081,2.7021597834E+016,302.67825317,62.424919128,2.2439436356E+018,710.51416016,DA,27429.714844,570.26519775,7.7429747581,0.000058519937738,spec-101801-59840-27021597833636671.fits,37.513336182,59840,J201042.80+622530.5,302.6783717,62.4251645,0.0891,0.0888,0.0074,13.422,0.024,44.3,1.068,13.227,0.026,42.4,1.138,11.54,0.083,13,0.9896,9.492,0.361,3,1.057,1,0,0,0,0,0.001,0,0,110n,0,48,48,48,48,6,44,0,45,695866591,14.277,0.031,13.915,0.031,13.578,0.048
2305,0.438964,-1.631243,2.7021597935E+016,34.688602448,-2.2608187199,2.4936539232E+018,15.730978012,DA,11481.576172,18.507196426,8.4828882217,0.00041985750431,spec-104647-59906-27021597934515696.fits,10.841280937,59906,J021845.26-021538.5,34.688599,-2.2606968,0.3754,0.3796,-0.0872,16.105,0.066,16.4,0.994,15.874,0.161,6.8,0.9703,12.632,null,-3,0.7812,8.737,null,1.3,1,1,0,0,0,0,0,0,0,1nnn,1111,14,21,1,21,0,20,1,20,null,null,null,null,null,null,null
2407,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59711-27021597906621381.fits,15.111263275,59711,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2408,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59714-27021597906621381.fits,10.621847153,59714,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2409,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59715-27021597906621381.fits,4.7515869141,59715,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2410,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59716-27021597906621381.fits,15.285819054,59716,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2411,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59717-27021597906621381.fits,10.338407516,59717,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2412,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59724-27021597906621381.fits,7.2774472237,59724,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2413,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59725-27021597906621381.fits,12.564229012,59725,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2414,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59731-27021597906621381.fits,9.9241762161,59731,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2415,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59734-27021597906621381.fits,19.950565338,59734,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2416,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59736-27021597906621381.fits,20.000738144,59736,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2417,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59738-27021597906621381.fits,21.300685883,59738,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2418,0.29653,52.023404,2.7021597907E+016,241.52613831,70.374031067,1.6471623966E+018,394.64666748,DA,88992.265625,7.733150959,6.7182092667,0.022717908025,spec-101164-59949-27021597906621381.fits,12.406395912,59949,J160606.31+702226.6,241.5263316,70.3740818,0.2208,0.2041,0.0323,15.723,0.041,26.7,0.9755,15.451,0.08,13.6,0.9671,13.401,null,0,0.9304,9.178,null,1.4,1.06,1,0,0,0,0,0,0,0,10nn,0,31,34,11,34,0,31,0,32,687059263,15.841,0.086,15.619,0.17,15.323,null
2549,0.107146,-122.680178,5191585965,251.8327179,36.174686432,1.3273239774E+018,22.941310883,DA,22912.810547,87.185920715,8.0737962723,0.00032455904875,spec-015310-59315-5191585965.fits,7.200773716,59315,J164719.84+361028.8,251.8326869,36.1746704,0.2392,0.2683,0.0341,16.541,0.087,12.4,0.8138,16.149,0.213,5.1,0.9095,12.511,null,1.1,0.9045,9.166,null,0.5,1.126,1,0,0,0,0,0.005,0,0,1nnn,0,8,18,3,19,0,17,0,17,235310402,16.667,0.153,16.037,0.196,16.002,null
2550,0.107146,-122.680178,5191585965,251.8327179,36.174686432,1.3273239774E+018,22.941310883,DA,22912.810547,87.185920715,8.0737962723,0.00032455904875,spec-015310-59339-5191585965.fits,8.0378551483,59339,J164719.84+361028.8,251.8326869,36.1746704,0.2392,0.2683,0.0341,16.541,0.087,12.4,0.8138,16.149,0.213,5.1,0.9095,12.511,null,1.1,0.9045,9.166,null,0.5,1.126,1,0,0,0,0,0.005,0,0,1nnn,0,8,18,3,19,0,17,0,17,235310402,16.667,0.153,16.037,0.196,16.002,null
2551,0.107146,-122.680178,5191585965,251.8327179,36.174686432,1.3273239774E+018,22.941310883,DA,22912.810547,87.185920715,8.0737962723,0.00032455904875,spec-015310-59347-5191585965.fits,0,59347,J164719.84+361028.8,251.8326869,36.1746704,0.2392,0.2683,0.0341,16.541,0.087,12.4,0.8138,16.149,0.213,5.1,0.9095,12.511,null,1.1,0.9045,9.166,null,0.5,1.126,1,0,0,0,0,0.005,0,0,1nnn,0,8,18,3,19,0,17,0,17,235310402,16.667,0.153,16.037,0.196,16.002,null
2552,0.107146,-122.680178,5191585965,251.8327179,36.174686432,1.3273239774E+018,22.941310883,DA,22912.810547,87.185920715,8.0737962723,0.00032455904875,spec-015310-59352-5191585965.fits,9.0047941208,59352,J164719.84+361028.8,251.8326869,36.1746704,0.2392,0.2683,0.0341,16.541,0.087,12.4,0.8138,16.149,0.213,5.1,0.9095,12.511,null,1.1,0.9045,9.166,null,0.5,1.126,1,0,0,0,0,0.005,0,0,1nnn,0,8,18,3,19,0,17,0,17,235310402,16.667,0.153,16.037,0.196,16.002,null
2553,0.107146,-122.680178,5191585965,251.8327179,36.174686432,1.3273239774E+018,22.941310883,DA,22912.810547,87.185920715,8.0737962723,0.00032455904875,spec-015310-59375-5191585965.fits,7.6157283783,59375,J164719.84+361028.8,251.8326869,36.1746704,0.2392,0.2683,0.0341,16.541,0.087,12.4,0.8138,16.149,0.213,5.1,0.9095,12.511,null,1.1,0.9045,9.166,null,0.5,1.126,1,0,0,0,0,0.005,0,0,1nnn,0,8,18,3,19,0,17,0,17,235310402,16.667,0.153,16.037,0.196,16.002,null
2564,0.241462,-121.427575,2.7021598725E+016,305.60369873,-0.3934122324,4.2300718176E+018,7.0785603523,DA,22152.980469,152.98036194,7.7358603477,0.00014139445557,spec-101015-59740-27021598724621684.fits,2.7301962376,59740,J202224.87-002336.4,305.6036415,-0.3934472,0.6008,0.6512,-0.1774,16.229,0.104,10.5,0.9591,16.49,null,1,0.8656,12.765,null,-0.4,1.03,8.861,null,0.7,1.031,1,0,0,0,0,0,0,0,0nnn,1111,5,14,0,14,1,13,0,14,67049781,16.633,0.149,15.661,0.177,15.103,null
2598,0.958345,-18.704653,2.7021598726E+016,308.71633911,-0.12626753747,4.2296139398E+018,24.547174454,DA,16535.953125,35.752456665,8.0148897171,0.00031054619467,spec-101030-59741-27021598725937014.fits,17.545478821,59741,J203451.90-000733.6,308.7162537,-0.1260154,0.4785,0.5348,-0.1554,16.237,0.083,13,0.8681,16.603,null,0.8,0.939,12.802,null,-1.8,1.005,8.981,null,0.6,1.01,1,0,0,0,0,0,0,0,0nnn,1111,10,16,0,16,0,16,0,16,null,null,null,null,null,null,null
2599,0.88008,178.547898,2.7021597904E+016,264.03533936,61.041339874,1.4359776864E+018,39.738456726,DA,15999.640625,0.97644901276,7.8542490005,0.00017411948647,spec-101174-59736-27021597904449829.fits,26.856645584,59736,J173608.48+610227.9,264.0353522,61.0410955,0.2389,0.2569,0.0408,16.064,0.046,23.8,0.9621,16.02,0.117,9.3,0.8902,12.919,null,1.7,0.9777,9.903,null,-0.7,0.9974,1,0,0,0,0,0,0,0,00nn,0,35,45,4,45,0,44,0,44,663473006,16.074,0.09,15.885,0.159,15.435,null
2604,0.448812,-15.688918,2.7021598103E+016,132.78041077,3.5127663612,5.8118504883E+017,120.59038544,DA,23355.626953,44.446815491,7.4369277954,0.00016339634021,spec-104405-59664-27021598102771670.fits,25.78118515,59664,J085107.29+033046.3,132.780377,3.5128864,0.2303,0.2537,-0.009,16.082,0.084,12.9,1.036,15.868,0.219,5,0.8144,12.103,null,1.3,0.8278,9.083,null,-0.8,0.9816,1,0,0,0,0,0,0,0,2nnn,0,7,11,1,11,0,10,0,10,null,null,null,null,null,null,null
2620,0.247129,68.736572,4602953178,204.94847107,38.430332184,1.4756696782E+018,40.389873505,DA,7361.362793,0.68361479044,6.5,0,spec-015299-59293-4602953178.fits,17.239839554,59293,J133947.65+382549.2,204.9485527,38.4303571,0.9619,1.0336,0.1868,17.45,0.186,5.9,0.914,17.215,null,-1.8,0.9986,12.888,null,-1.6,0.8648,9.258,null,-3.2,0.9911,1,0,0,0,0,0,0,0,nnnn,11,1,18,0,18,0,14,0,17,null,null,null,null,null,null,null
2621,0.247129,68.736572,4602953178,204.94847107,38.430332184,1.4756696782E+018,40.389873505,DA,7361.362793,0.68361479044,6.5,0,spec-015299-59311-4602953178.fits,16.207149506,59311,J133947.65+382549.2,204.9485527,38.4303571,0.9619,1.0336,0.1868,17.45,0.186,5.9,0.914,17.215,null,-1.8,0.9986,12.888,null,-1.6,0.8648,9.258,null,-3.2,0.9911,1,0,0,0,0,0,0,0,nnnn,11,1,18,0,18,0,14,0,17,null,null,null,null,null,null,null
2622,0.247129,68.736572,4602953178,204.94847107,38.430332184,1.4756696782E+018,40.389873505,DA,7361.362793,0.68361479044,6.5,0,spec-015299-59369-4602953178.fits,17.073404312,59369,J133947.65+382549.2,204.9485527,38.4303571,0.9619,1.0336,0.1868,17.45,0.186,5.9,0.914,17.215,null,-1.8,0.9986,12.888,null,-1.6,0.8648,9.258,null,-3.2,0.9911,1,0,0,0,0,0,0,0,nnnn,11,1,18,0,18,0,14,0,17,null,null,null,null,null,null,null
2647,0.31111,24.278126,4595982742,173.30024719,23.53692627,3.9810043277E+018,56.401065826,DA,15197.495117,34.553890228,7.5400986671,0.000097897027445,spec-015294-59291-4595982742.fits,20.908691406,59291,J113312.06+233213.2,173.3002859,23.537005,0.7244,0.7862,0.1368,16.73,0.124,8.8,1.007,16.664,0.405,2.7,0.9699,12.753,null,-0.7,1.046,9.162,null,0.1,0.9856,1,0,0,0,0,0,0,0,nnnn,0,3,12,0,12,0,12,0,12,null,null,null,null,null,null,null
