cntr_01,dist_x,pang_x,catalogid,ra,dec,gaia_dr3_source_id,snr_snowwhite,wd_type,teff_snowwhite,e_teff_snowwhite,logg_snowwhite,e_logg_snowwhite,spec_file,sn_median_all,mjd,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
10061,0.211057,-32.796933,2.7021597844E+016,270.49960327,72.544319153,2.2668168791E+018,8.7557125092,DA,17691.027344,308.91882324,8.1629953384,0.00072406086838,spec-101168-60035-27021597843852950.fits,11.886306763,60035,J180159.87+723239.7,270.4994974,72.5443684,0.1915,0.2038,-0.0379,15.9,0.041,26.6,0.9095,15.212,0.059,18.3,0.9545,12.966,0.302,3.6,0.9388,9.914,null,-0.3,0.9211,1,0,0,0,0,0,0,0,00nn,0,38,50,19,50,0,48,0,48,null,null,null,null,null,null,null
10136,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59652-27021597842338921.fits,11.496999741,59652,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10137,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59653-27021597842338921.fits,9.3217878342,59653,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10138,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59655-27021597842338921.fits,0.74891197681,59655,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10139,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59658-27021597842338921.fits,12.853366852,59658,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10140,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59689-27021597842338921.fits,13.563130379,59689,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10141,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59690-27021597842338921.fits,25.361394882,59690,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10142,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59718-27021597842338921.fits,16.235795975,59718,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10143,0.837524,-104.491885,2.7021597842E+016,289.6104126,62.967430115,2.2525129544E+018,90.233261108,DA,7685.203125,4.0346283913,7.6749267578,0.00022306424216,spec-101806-59984-27021597842338921.fits,11.986141205,59984,J191826.38+625802.5,289.609917,62.9673719,0.914,0.8464,-0.1956,17.683,0.154,7,1.283,17.339,0.373,2.9,0.8545,13.526,null,-2.4,0.99,9.741,null,-1.5,0.9909,1,0,0,0,0,0,0,0,nnnn,0,0,48,1,48,0,45,0,45,null,null,null,null,null,null,null
10164,0.379433,135.989823,2.7021597919E+016,145.09434509,50.351566315,8.2630395201E+017,58.428375244,DA,36848.933594,181.81201172,7.798666954,0.00019065261586,spec-103091-59978-27021597919103613.fits,22.519952774,59978,J094022.67+502105.3,145.0944599,50.3514905,1.1617,1.2798,0.2456,17.379,0.207,5.3,1.013,17.092,null,-0.9,0.9858,12.786,null,-1.8,0.9155,8.638,null,1.4,1.287,1,0,0,0,0,0.003,0,0,nnnn,44,1,15,1,15,0,14,0,14,932419226,16.624,0.134,16.742,null,16.051,0.274
10208,0.384592,168.611062,2.7021597959E+016,9.8551292419,25.806596756,2.8068663031E+018,54.919715881,DA,36343.347656,126.76080322,7.8739447594,0.00023211601365,spec-104664-59906-27021597959248717.fits,24.11545372,59906,J003925.23+254823.3,9.8551527,25.806492,0.132,0.1324,-0.0395,15.597,0.049,22.3,0.9281,15.427,0.118,9.2,0.9426,12.899,null,-0.1,0.9769,8.794,null,1.3,1.09,1,0,0,0,0,0.004,0,0,00nn,0,17,17,5,17,0,15,0,15,116749801,16.594,0.122,16.005,0.169,15.825,0.247
10246,0.643311,-136.782796,2.7021597919E+016,150.00605774,58.456516266,1.0464989152E+018,13.263692856,DA,8365.3798828,16.14887619,7.8986949921,0.00097086001188,spec-102930-59955-27021597918814796.fits,0.50626015663,59955,J100001.39+582722.9,150.0058238,58.456386,0.8466,0.916,0.2409,17.197,0.147,7.4,0.729,17.008,0.439,2.5,0.9496,12.81,null,0.4,1.058,9.024,null,0.9,1.124,1,0,0,0,0,0,0,0,nnnn,11,2,19,1,19,0,17,0,19,null,null,null,null,null,null,null
10247,0.643311,-136.782796,2.7021597919E+016,150.00605774,58.456516266,1.0464989152E+018,13.263692856,DA,8365.3798828,16.14887619,7.8986949921,0.00097086001188,spec-102930-59957-27021597918814796.fits,9.4256076813,59957,J100001.39+582722.9,150.0058238,58.456386,0.8466,0.916,0.2409,17.197,0.147,7.4,0.729,17.008,0.439,2.5,0.9496,12.81,null,0.4,1.058,9.024,null,0.9,1.124,1,0,0,0,0,0,0,0,nnnn,11,2,19,1,19,0,17,0,19,null,null,null,null,null,null,null
10304,0.252636,-28.024807,2.7021597936E+016,320.83432007,5.7148857117,1.7385105742E+018,28.868968964,DA,20208.697266,192.95004272,7.5876836777,0.00018714065664,spec-101055-59882-27021597935679950.fits,14.65029335,59882,J212320.22+054253.8,320.8342869,5.7149477,0.2846,0.3006,-0.0679,15.691,0.053,20.4,0.9028,15.791,0.155,7,0.864,12.408,null,1.2,0.8279,9.379,null,-1.8,1.12,1,0,0,0,0,0,0,0,1nnn,0,17,17,3,17,0,16,0,16,1107452802,16.447,0.129,15.883,0.161,15.448,0.195
10372,0.140624,-20.214788,4416250599,82.088050842,-7.3819551468,3.016593267E+018,28.467866898,DA,23988.310547,11.771388054,7.6074681282,0.00033155854908,spec-015111-59218-4416250599.fits,20.254701614,59218,J052821.12-072254.9,82.0880372,-7.3819185,0.7315,0.7879,-0.1629,16.603,0.124,8.7,0.9678,17.041,0.535,2,0.9775,12.649,null,-0.3,0.8925,9.251,null,-1,0.8425,1,0,0,0,0,0,0,0,nnnn,0,3,13,0,13,0,12,0,12,null,null,null,null,null,null,null
10388,0.241657,109.505218,4412082720,45.102401733,-0.3950818181,5.1881158856E+018,70.707946777,DA,6002.4394531,0.19871194661,8.1430644989,0.000021961815946,spec-015049-59193-4412082720.fits,50.233188629,59193,J030024.59-002342.3,45.102465,-0.3951042,0.2971,0.3023,-0.0823,15.852,0.053,20.5,0.9333,15.617,0.134,8.1,0.9163,12.932,null,0.1,0.9204,9.306,null,0.2,1.084,1,0,0,0,0,0,0,0,1nnn,111,21,21,3,21,0,20,1,20,null,null,null,null,null,null,null
10501,0.881558,159.113427,2.7021598158E+016,218.46154785,7.2478003502,1.1722896081E+018,36.711559296,DA,6000,0,8.9899997711,0,spec-102380-59981-27021598157941645.fits,7.6775889397,59981,J143350.79+071451.2,218.4616359,7.2475716,0.968,1.0525,0.1596,17.421,0.161,6.7,0.8449,16.801,null,1.3,0.8917,13.109,null,-0.5,0.9028,9.502,null,-0.1,0.9302,1,0,0,0,0,0,0,0,1nnn,11,4,26,0,26,0,25,0,26,null,null,null,null,null,null,null
10515,0.608241,-152.644717,2.7021597926E+016,318.23397827,-2.9857368469,6.9129343403E+018,76.119125366,DA,20721.689453,66.702919006,7.5270972252,0.00074015773134,spec-101079-59764-27021597926177269.fits,5.8138742447,59764,J211256.13-025909.1,318.2339005,-2.9858869,0.8516,0.9048,-0.2728,16.997,0.141,7.7,0.8441,16.687,null,0.9,1.015,12.722,null,-0.7,0.8797,8.714,null,0.9,1.085,1,0,0,0,0,0,0,0,nnnn,0,3,15,0,15,0,13,0,13,null,null,null,null,null,null,null
10525,0.845773,64.076654,4360867703,129.34703064,51.015720367,1.0277048942E+018,46.542636871,DA,7137.7719727,8.1912841797,7.7887997627,0.0002947935136,spec-015244-59257-4360867703.fits,33.200565338,59257,J083723.36+510056.9,129.3473665,51.0158231,0.7081,0.7897,-0.0758,16.792,0.122,8.9,0.926,16.446,null,1.5,0.9194,12.844,null,-0.1,0.8507,9.223,null,-0.8,1.075,1,0,0,0,0,0,0,0,nnnn,0,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null
10536,0.66757,1.833845,4351701279,200.04753113,47.205810547,1.5514022524E+018,60.462417603,DA,7599.2602539,12.667088509,7.7752118111,0.0001253363298,spec-015296-59317-4351701279.fits,29.629926682,59317,J132011.40+471221.5,200.0475399,47.2059959,0.6092,0.6426,0.1624,16.805,0.102,10.6,0.9285,17.295,0.518,2.1,0.8007,12.463,null,1.5,1.037,9.427,null,-0.8,0.985,1,0,0,0,0,0,0,0,0nnn,0,7,19,0,19,0,18,0,18,1077005249,16.776,0.161,16.912,null,17.15,null
10537,0.66757,1.833845,4351701279,200.04753113,47.205810547,1.5514022524E+018,60.462417603,DA,7599.2602539,12.667088509,7.7752118111,0.0001253363298,spec-015296-59346-4351701279.fits,31.475605011,59346,J132011.40+471221.5,200.0475399,47.2059959,0.6092,0.6426,0.1624,16.805,0.102,10.6,0.9285,17.295,0.518,2.1,0.8007,12.463,null,1.5,1.037,9.427,null,-0.8,0.985,1,0,0,0,0,0,0,0,0nnn,0,7,19,0,19,0,18,0,18,1077005249,16.776,0.161,16.912,null,17.15,null
10669,0.591245,51.881163,2.7021597935E+016,322.39642334,0.22546754777,2.6877680669E+018,47.782238007,DA,8906.7236328,9.233250618,8.0064964294,0.00011984953744,spec-101067-59847-27021597935145680.fits,26.78940773,59847,J212935.17+001332.0,322.3965525,0.2255689,0.2542,0.2595,-0.064,15.277,0.046,23.4,1.047,15.359,0.142,7.7,0.88,12.629,null,-1.2,0.8889,8.514,null,1.2,0.9263,1,0,0,0,0,0,0,0,0nnn,0,11,11,2,11,0,10,0,10,1047708607,15.34,0.053,15.13,0.073,14.989,0.135
10816,0.083982,174.639186,2.7021598874E+016,308.39343262,3.8217139244,4.2332297868E+018,425.46176147,DA,15860.125977,69.851211548,8.9899997711,0.00002142037556,spec-101017-59844-27021598874144790.fits,4.4605059624,59844,J203334.42+034918.0,308.3934348,3.8216907,0.6973,0.7209,-0.2177,16.579,0.114,9.5,0.8905,16.937,null,-0.9,1.068,12.369,null,0.8,0.9795,9.107,null,-0.9,1.04,1,0,0,0,0,0,0,0,1nnn,1111,6,13,0,13,1,12,0,12,null,null,null,null,null,null,null
10817,0.083982,174.639186,2.7021598874E+016,308.39343262,3.8217139244,4.2332297868E+018,425.46176147,DA,15860.125977,69.851211548,8.9899997711,0.00002142037556,spec-101017-59846-27021598874144790.fits,6.5453219414,59846,J203334.42+034918.0,308.3934348,3.8216907,0.6973,0.7209,-0.2177,16.579,0.114,9.5,0.8905,16.937,null,-0.9,1.068,12.369,null,0.8,0.9795,9.107,null,-0.9,1.04,1,0,0,0,0,0,0,0,1nnn,1111,6,13,0,13,1,12,0,12,null,null,null,null,null,null,null
10830,0.079835,-82.202805,5208854383,270.69863892,12.759057045,4.496424077E+018,10.342758179,DA,19457.833984,42.182353973,8.2301521301,0.00044048394193,spec-015346-59300-5208854383.fits,8.3277521133,59300,J180247.66+124532.6,270.6986164,12.7590601,0.6742,0.7464,-0.1093,16.721,0.132,8.2,1.257,16.016,0.227,4.8,0.9718,12.565,null,-2.7,0.9462,9.101,null,-2,0.9162,1,0,0,0,0,0,0,0,nnnn,0,3,14,2,14,0,14,0,14,null,null,null,null,null,null,null
10831,0.079835,-82.202805,5208854383,270.69863892,12.759057045,4.496424077E+018,10.342758179,DA,19457.833984,42.182353973,8.2301521301,0.00044048394193,spec-015346-59307-5208854383.fits,11.509364128,59307,J180247.66+124532.6,270.6986164,12.7590601,0.6742,0.7464,-0.1093,16.721,0.132,8.2,1.257,16.016,0.227,4.8,0.9718,12.565,null,-2.7,0.9462,9.101,null,-2,0.9162,1,0,0,0,0,0,0,0,nnnn,0,3,14,2,14,0,14,0,14,null,null,null,null,null,null,null
10840,0.503052,-131.986082,5208940414,270.57757568,13.901908875,4.4967516671E+018,null,DA,null,null,null,null,spec-015346-59300-5208940414.fits,40.621463776,59300,J180218.59+135406.5,270.5774687,13.9018154,0.2341,0.2515,-0.054,15.176,0.046,23.5,1.116,15.451,0.131,8.3,0.949,12.605,null,0.8,0.9211,9.007,null,0.4,1.019,1,0,0,0,0,0,0,0,10nn,0,14,15,5,15,0,15,0,15,576722375,15.495,0.052,15.357,0.109,15.29,0.163
10841,0.503052,-131.986082,5208940414,270.57757568,13.901908875,4.4967516671E+018,null,DA,null,null,null,null,spec-015346-59307-5208940414.fits,33.457008362,59307,J180218.59+135406.5,270.5774687,13.9018154,0.2341,0.2515,-0.054,15.176,0.046,23.5,1.116,15.451,0.131,8.3,0.949,12.605,null,0.8,0.9211,9.007,null,0.4,1.019,1,0,0,0,0,0,0,0,10nn,0,14,15,5,15,0,15,0,15,576722375,15.495,0.052,15.357,0.109,15.29,0.163
10870,0.718817,25.118579,4528949028,98.459411621,10.687888145,3.3277358506E+018,104.95615387,DA,27890.152344,7.13449049,8.0162887573,0.0000856439583,spec-015103-59268-4528949028.fits,70.087501526,59268,J063350.27+104117.0,98.4594979,10.6880689,0.0995,0.1116,-0.0335,14.71,0.039,27.8,0.9825,15.164,0.172,6.3,0.9929,10.739,null,1.8,0.7551,8.128,0.426,2.5,1.526,2,0,0,0,0,0,0,0,0nnn,3577,23,24,3,16,0,5,0,5,676774305,14.442,0.033,14.481,0.038,14.679,0.097
10940,0.637443,20.63197,2.7021597842E+016,299.09521484,64.23274231,2.2473815679E+018,80.618225098,DA,17722.236328,28.013208389,8.0414056778,0.000062639053795,spec-101800-59885-27021597842160709.fits,19.799535751,59885,J195622.88+641358.4,299.0953584,64.232908,0.2938,0.2734,-0.0369,16.032,0.053,20.6,0.9743,16.155,0.131,8.3,0.9062,13.657,null,-1,0.9411,9.863,null,-1.4,1.022,1,0,0,0,0,0,0,0,0nnn,0,24,58,2,58,0,55,0,55,700821568,15.702,0.071,15.584,0.148,15.947,null
10941,0.637443,20.63197,2.7021597842E+016,299.09521484,64.23274231,2.2473815679E+018,80.618225098,DA,17722.236328,28.013208389,8.0414056778,0.000062639053795,spec-101800-59886-27021597842160709.fits,20.560312271,59886,J195622.88+641358.4,299.0953584,64.232908,0.2938,0.2734,-0.0369,16.032,0.053,20.6,0.9743,16.155,0.131,8.3,0.9062,13.657,null,-1,0.9411,9.863,null,-1.4,1.022,1,0,0,0,0,0,0,0,0nnn,0,24,58,2,58,0,55,0,55,700821568,15.702,0.071,15.584,0.148,15.947,null
10942,0.637443,20.63197,2.7021597842E+016,299.09521484,64.23274231,2.2473815679E+018,80.618225098,DA,17722.236328,28.013208389,8.0414056778,0.000062639053795,spec-101800-59914-27021597842160709.fits,48.512733459,59914,J195622.88+641358.4,299.0953584,64.232908,0.2938,0.2734,-0.0369,16.032,0.053,20.6,0.9743,16.155,0.131,8.3,0.9062,13.657,null,-1,0.9411,9.863,null,-1.4,1.022,1,0,0,0,0,0,0,0,0nnn,0,24,58,2,58,0,55,0,55,700821568,15.702,0.071,15.584,0.148,15.947,null
10968,0.111556,-27.875389,2.7021597915E+016,130.39816284,58.230072021,1.0404172114E+018,28.13422966,DA,57717.964844,641.80206299,7.7682862282,0.00081946596038,spec-102934-59958-27021597914595668.fits,19.680332184,59958,J084135.55+581348.3,130.3981353,58.2300994,1.1108,1.2316,0.1517,17.438,0.196,5.5,0.8496,16.522,null,1.5,1.023,12.837,null,0.2,1.018,8.779,null,1.2,0.9751,1,0,0,0,0,0,0,0,nnnn,0,1,15,1,15,0,15,0,15,null,null,null,null,null,null,null
11019,0.643034,101.77357,2.7021597906E+016,232.03816223,55.654491425,1.6013286703E+018,12.480782509,DA,10789.063477,40.539455414,8.0112781525,0.00072011037264,spec-101096-59986-27021597905785983.fits,9.0702190399,59986,J152809.23+553916.0,232.0384722,55.654455,0.2487,0.2618,0.0756,17.083,0.086,12.6,0.8625,16.918,0.233,4.7,0.8578,13.594,null,-0.6,1.033,9.861,null,-0.6,1.006,1,0,0,0,0,0,0,0,0nnn,0,5,48,1,48,0,45,0,45,null,null,null,null,null,null,null
11133,0.201982,-105.455346,2.7021597906E+016,251.36953735,64.89427948,1.6349471316E+018,380.93539429,DA,23033.226562,33.698097229,7.8675484657,0.0001722684683,spec-101161-59715-27021597906410099.fits,33.311325073,59715,J164528.65+645339.3,251.3694099,64.8942645,0.4104,0.3859,0.105,16.863,0.067,16.3,0.8331,17.54,0.37,2.9,0.9194,13.448,null,0.5,1.028,9.998,null,-0.4,1.007,1,0,0,0,0,0,0,0,0nnn,0,9,61,1,61,1,58,2,58,1115340855,16.297,0.128,16.203,0.254,16.497,null
11150,0.808055,81.038183,2.7021597914E+016,134.08056641,62.109054565,1.0429262926E+018,144.79272461,DA,12400,166.87002563,8.4841947556,0.00013554848556,spec-102946-59955-27021597914367987.fits,10.276669502,59955,J085619.44+620632.7,134.0810404,62.1090895,1.1728,1.2935,0.2515,17.552,0.201,5.4,0.8695,16.72,null,1.1,1.02,13.073,null,-0.1,0.9761,9.376,null,-1.3,1.069,1,0,0,0,0,0,0,0,nnnn,0,1,18,1,18,0,18,0,18,null,null,null,null,null,null,null
11263,0.848515,48.974211,4599515668,182.89648438,20.894533157,3.9517706499E+018,54.269420624,DA,37422.671875,4.9637436867,6.5,0,spec-015295-59294-4599515668.fits,34.521202087,59294,J121135.20+205340.8,182.8966747,20.8946879,0.6847,0.7602,0.1465,16.685,0.115,9.5,1,16.824,null,0.4,0.948,12.354,null,1.1,0.8832,9.225,null,-0.2,1.09,1,0,0,0,0,0,0,0,1nnn,0,5,14,0,14,0,14,0,14,932648078,16.737,0.135,16.622,null,15.879,0.23
11264,0.848515,48.974211,4599515668,182.89648438,20.894533157,3.9517706499E+018,54.269420624,DA,37422.671875,4.9637436867,6.5,0,spec-015295-59318-4599515668.fits,16.633415222,59318,J121135.20+205340.8,182.8966747,20.8946879,0.6847,0.7602,0.1465,16.685,0.115,9.5,1,16.824,null,0.4,0.948,12.354,null,1.1,0.8832,9.225,null,-0.2,1.09,1,0,0,0,0,0,0,0,1nnn,0,5,14,0,14,0,14,0,14,932648078,16.737,0.135,16.622,null,15.879,0.23
11265,0.848515,48.974211,4599515668,182.89648438,20.894533157,3.9517706499E+018,54.269420624,DA,37422.671875,4.9637436867,6.5,0,spec-015295-59352-4599515668.fits,8.2571496964,59352,J121135.20+205340.8,182.8966747,20.8946879,0.6847,0.7602,0.1465,16.685,0.115,9.5,1,16.824,null,0.4,0.948,12.354,null,1.1,0.8832,9.225,null,-0.2,1.09,1,0,0,0,0,0,0,0,1nnn,0,5,14,0,14,0,14,0,14,932648078,16.737,0.135,16.622,null,15.879,0.23
11400,0.438246,-6.345721,5170312125,232.42289734,6.0668120384,4.4291064819E+018,232.20576477,DA,14920.202148,4.7839770317,7.8716292381,0.000023123675419,spec-015272-59305-5170312125.fits,82.082893372,59305,J152941.49+060400.9,232.4228838,6.066933,0.4251,0.4678,0.0525,16.552,0.075,14.5,0.9109,17.083,0.429,2.5,0.8759,13.177,null,-1.6,0.9965,9.199,null,0.6,0.9696,1,0,0,0,0,0,0,0,0nnn,22,12,28,0,28,0,27,0,27,1254432055,16.329,0.125,15.942,null,15.575,0.261
11401,0.438246,-6.345721,5170312125,232.42289734,6.0668120384,4.4291064819E+018,232.20576477,DA,14920.202148,4.7839770317,7.8716292381,0.000023123675419,spec-015272-59326-5170312125.fits,85.283554077,59326,J152941.49+060400.9,232.4228838,6.066933,0.4251,0.4678,0.0525,16.552,0.075,14.5,0.9109,17.083,0.429,2.5,0.8759,13.177,null,-1.6,0.9965,9.199,null,0.6,0.9696,1,0,0,0,0,0,0,0,0nnn,22,12,28,0,28,0,27,0,27,1254432055,16.329,0.125,15.942,null,15.575,0.261
11402,0.438246,-6.345721,5170312125,232.42289734,6.0668120384,4.4291064819E+018,232.20576477,DA,14920.202148,4.7839770317,7.8716292381,0.000023123675419,spec-015272-59335-5170312125.fits,64.93863678,59335,J152941.49+060400.9,232.4228838,6.066933,0.4251,0.4678,0.0525,16.552,0.075,14.5,0.9109,17.083,0.429,2.5,0.8759,13.177,null,-1.6,0.9965,9.199,null,0.6,0.9696,1,0,0,0,0,0,0,0,0nnn,22,12,28,0,28,0,27,0,27,1254432055,16.329,0.125,15.942,null,15.575,0.261
11403,0.438246,-6.345721,5170312125,232.42289734,6.0668120384,4.4291064819E+018,232.20576477,DA,14920.202148,4.7839770317,7.8716292381,0.000023123675419,spec-015272-59360-5170312125.fits,69.310997009,59360,J152941.49+060400.9,232.4228838,6.066933,0.4251,0.4678,0.0525,16.552,0.075,14.5,0.9109,17.083,0.429,2.5,0.8759,13.177,null,-1.6,0.9965,9.199,null,0.6,0.9696,1,0,0,0,0,0,0,0,0nnn,22,12,28,0,28,0,27,0,27,1254432055,16.329,0.125,15.942,null,15.575,0.261
11404,0.438246,-6.345721,5170312125,232.42289734,6.0668120384,4.4291064819E+018,232.20576477,DA,14920.202148,4.7839770317,7.8716292381,0.000023123675419,spec-015272-59383-5170312125.fits,62.959342957,59383,J152941.49+060400.9,232.4228838,6.066933,0.4251,0.4678,0.0525,16.552,0.075,14.5,0.9109,17.083,0.429,2.5,0.8759,13.177,null,-1.6,0.9965,9.199,null,0.6,0.9696,1,0,0,0,0,0,0,0,0nnn,22,12,28,0,28,0,27,0,27,1254432055,16.329,0.125,15.942,null,15.575,0.261
11530,0.316125,-159.639299,2.7021597906E+016,262.00585938,69.643981934,1.638448389E+018,91.123939514,DA,15585.74707,12.301449776,7.9402914047,0.000049694008339,spec-101180-59651-27021597906155703.fits,38.34141922,59651,J172801.38+693838.0,262.0057715,69.6438996,0.204,0.1985,-0.0444,16.477,0.038,28.8,0.966,16.725,0.109,10,0.948,13.592,null,1.8,0.9208,10.058,null,1.1,0.9864,1,0,0,0,0,0,0,0,1nnn,0,31,167,4,167,1,155,0,156,664185930,16.202,0.123,15.827,null,16.155,null
11531,0.316125,-159.639299,2.7021597906E+016,262.00585938,69.643981934,1.638448389E+018,91.123939514,DA,15585.74707,12.301449776,7.9402914047,0.000049694008339,spec-101180-59657-27021597906155703.fits,35.507808685,59657,J172801.38+693838.0,262.0057715,69.6438996,0.204,0.1985,-0.0444,16.477,0.038,28.8,0.966,16.725,0.109,10,0.948,13.592,null,1.8,0.9208,10.058,null,1.1,0.9864,1,0,0,0,0,0,0,0,1nnn,0,31,167,4,167,1,155,0,156,664185930,16.202,0.123,15.827,null,16.155,null
11532,0.316125,-159.639299,2.7021597906E+016,262.00585938,69.643981934,1.638448389E+018,91.123939514,DA,15585.74707,12.301449776,7.9402914047,0.000049694008339,spec-101180-59658-27021597906155703.fits,38.643058777,59658,J172801.38+693838.0,262.0057715,69.6438996,0.204,0.1985,-0.0444,16.477,0.038,28.8,0.966,16.725,0.109,10,0.948,13.592,null,1.8,0.9208,10.058,null,1.1,0.9864,1,0,0,0,0,0,0,0,1nnn,0,31,167,4,167,1,155,0,156,664185930,16.202,0.123,15.827,null,16.155,null
11533,0.316125,-159.639299,2.7021597906E+016,262.00585938,69.643981934,1.638448389E+018,91.123939514,DA,15585.74707,12.301449776,7.9402914047,0.000049694008339,spec-101180-59659-27021597906155703.fits,2.1248443127,59659,J172801.38+693838.0,262.0057715,69.6438996,0.204,0.1985,-0.0444,16.477,0.038,28.8,0.966,16.725,0.109,10,0.948,13.592,null,1.8,0.9208,10.058,null,1.1,0.9864,1,0,0,0,0,0,0,0,1nnn,0,31,167,4,167,1,155,0,156,664185930,16.202,0.123,15.827,null,16.155,null
11558,0.300678,17.247193,5368078494,283.50585938,37.789478302,2.0941214281E+018,9.5833520889,DA,17445.035156,194.99749756,7.8480668068,0.0007019265322,spec-015332-59305-5368078494.fits,6.4628806114,59305,J185401.41+374722.4,283.5058907,37.7895581,1.202,1.2817,-0.3733,17.412,0.206,5.3,0.8112,16.885,null,1.1,0.8399,13.227,null,-1.4,1.103,9.575,null,0,0.9246,1,0,0,0,0,0,0,0,nnnn,0,0,24,0,24,0,23,0,23,null,null,null,null,null,null,null
11613,0.317345,165.348989,2.7021597844E+016,276.69851685,70.910484314,2.2604326292E+018,55.544857025,DA,10535.24707,69.683906555,8.0523986816,0.000297935243,spec-101169-59984-27021597843799903.fits,11.952318192,59984,J182647.66+705437.4,276.698585,70.910399,0.2792,0.3023,0.0521,17.522,0.096,11.3,0.8663,17.68,0.365,3,0.9563,13.824,null,-0.7,0.9915,10.126,null,-1.3,0.9722,1,0,0,0,0,0.001,0,0,nnnn,0,3,83,2,83,1,77,1,80,null,null,null,null,null,null,null
11657,0.101282,-36.610802,2.7021597974E+016,69.772796631,-0.39044207335,3.2303568473E+018,null,DA,null,null,null,null,spec-103629-59934-27021597973840522.fits,1.3085435629,59934,J043905.46-002325.5,69.7727799,-0.3904195,0.1552,0.1619,-0.0308,14.905,0.034,32.4,0.8098,14.563,0.058,18.6,0.9395,13.034,null,-0.5,1.022,8.909,null,1.6,0.9382,1,0,0,0,0,0,0,0,11nn,22,26,26,20,26,0,24,0,24,null,null,null,null,null,null,null
