CATALOGID,ra,dec,GAIA_DR3_SOURCE_ID,SNR_SnowWhite,WD_TYPE,Teff_SnowWhite,E_Teff_SnowWhite,Logg_SnowWhite,E_Logg_SnowWhite,SPEC_FILE,SN_MEDIAN_ALL,MJD
4555293028,122.560180664063,32.8153915405273,9.02078234652214E+017,29.0959205627441,DA,25295.3671875,22.7052154541016,7.96460294723511,0.000238867549342103,spec-015023-59253-4555293028.fits         ,11.5831308364868,59253
4555030723,129.034164428711,26.991943359375,7.03863574092689E+017,41.5934028625488,DA,12680.078125,59.5315322875977,7.89373826980591,7.85324955359101E-05,spec-015060-59222-4555030723.fits         ,30.924560546875,59222
5189679062,251.289093017578,35.0827407836914,1.32697440144241E+018,25.0007228851318,DA,11438.6796875,38.4580421447754,8.13331508636475,0.000209137855563313,spec-015310-59315-5189679062.fits         ,7.89699363708496,59315
5189679062,251.289093017578,35.0827407836914,1.32697440144241E+018,25.0007228851318,DA,11438.6796875,38.4580421447754,8.13331508636475,0.000209137855563313,spec-015310-59339-5189679062.fits         ,7.77023792266846,59339
5189679062,251.289093017578,35.0827407836914,1.32697440144241E+018,25.0007228851318,DA,11438.6796875,38.4580421447754,8.13331508636475,0.000209137855563313,spec-015310-59347-5189679062.fits         ,8.33011627197266,59347
5189679062,251.289093017578,35.0827407836914,1.32697440144241E+018,25.0007228851318,DA,11438.6796875,38.4580421447754,8.13331508636475,0.000209137855563313,spec-015310-59352-5189679062.fits         ,8.64102840423584,59352
5189679062,251.289093017578,35.0827407836914,1.32697440144241E+018,25.0007228851318,DA,11438.6796875,38.4580421447754,8.13331508636475,0.000209137855563313,spec-015310-59375-5189679062.fits         ,6.7787652015686,59375
4381178725,336.105255126953,1.40887999534607,2.70329316675253E+018,34.9918174743652,DA,13453.306640625,18.2590274810791,8.04712772369385,0.000180268660187721,spec-015029-59169-4381178725.fits         ,18.871223449707,59169
4381178725,336.105255126953,1.40887999534607,2.70329316675253E+018,34.9918174743652,DA,13453.306640625,18.2590274810791,8.04712772369385,0.000180268660187721,spec-015029-59382-4381178725.fits         ,16.4095039367676,59382
2.70215979138446E+016,176.163162231445,66.4912033081055,1.05699825906952E+018,16.3220767974854,DA,6000,0,8.98999977111816,0,spec-100810-59978-27021597913844609.fits  ,11.4513387680054,59978
4542153288,113.948623657227,16.4066467285156,3.16895149376025E+018,19.9620361328125,DA,22258.599609375,195.963882446289,8.34995174407959,0.000103047350421548,spec-015073-59186-4542153288.fits         ,1.72019398212433,59186
4542153288,113.948623657227,16.4066467285156,3.16895149376025E+018,19.9620361328125,DA,22258.599609375,195.963882446289,8.34995174407959,0.000103047350421548,spec-015073-59212-4542153288.fits         ,12.9469041824341,59212
4542153288,113.948623657227,16.4066467285156,3.16895149376025E+018,19.9620361328125,DA,22258.599609375,195.963882446289,8.34995174407959,0.000103047350421548,spec-015192-59302-4542153288.fits         ,3.94129037857056,59302
