cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
141,6.098931,146.405920,27021598725898836,3.0785592651E+02,-1.8923351169E-01,J203125.64-001126.3,307.8568639,-0.1906447,0.4339,0.4535,-0.1327,17.284,0.146,7.4,8.745E-01,17.076,0.457,2.4,8.953E-01,12.522,null,-0.8,1.102E+00,9.002,null,-2.3,1.134E+00,1,0,0.000,0.000,0.000,0.000,-279,1948,-122,2041,0000,0,nnnn,BCUU,1111,4,24,0,24,0,10,0,10
142,0.171191,-42.620409,27021598725738357,3.1004696655E+02,-3.2791163921E+00,J204011.26-031644.6,310.0469343,-3.2790814,0.1450,0.1533,-0.0417,15.857,0.053,20.5,8.839E-01,16.173,0.195,5.6,8.511E-01,12.550,null,0.0,9.049E-01,9.110,null,0.0,1.135E+00,1,0,0.000,0.000,0.000,0.000,-447,514,-274,552,0000,0,1nnn,ABUU,1111,24,26,1,26,0,14,0,14
145,8.261172,36.802062,27021598710295736,2.8971612549E+02,-7.7191704512E-01,J191852.20-004612.2,289.7175003,-0.7700796,0.1367,0.1414,-0.0378,15.094,0.052,20.7,1.315E+00,15.424,0.125,8.7,1.175E+00,12.670,null,-1.4,9.445E-01,9.039,null,-0.3,1.199E+00,1,0,0.000,0.000,0.000,0.000,-316,323,170,347,0000,0,0nnn,ABUU,1100,26,26,5,25,0,12,0,12
146,6.480205,-2.936360,4603651871,2.1631259155E+02,3.4619499207E+01,J142514.99+343716.6,216.3124795,34.6212969,0.1583,0.1711,0.0395,16.408,0.059,18.3,9.244E-01,15.988,0.129,8.4,9.494E-01,12.642,null,0.3,9.724E-01,9.218,null,-0.8,9.847E-01,1,0,0.000,0.000,0.000,0.000,318,471,-167,509,0000,0,0nnn,ABUU,0000,20,37,2,36,0,22,0,23
147,4.577901,171.292897,27021598086114381,1.0123101807E+02,7.8674492836E+00,J064455.49+075158.2,101.2312124,7.8661923,0.1012,0.0796,0.0450,13.584,0.040,27.2,1.836E+00,13.455,0.050,21.9,9.246E-01,12.178,null,-1.3,9.472E-01,8.665,null,0.3,9.262E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,hhH0,0,nnnn,AAUU,1111,25,25,25,25,0,11,0,11
150,5.286139,162.060420,4359800632,1.7201335144E+02,5.7583415985E+01,J112803.40+573455.2,172.0141951,57.5820190,0.0391,0.0394,-0.0090,11.670,0.023,47.1,1.609E+00,11.678,0.022,50.1,1.115E+00,11.657,0.198,5.5,9.644E-01,9.296,null,-0.7,8.963E-01,1,0,0.000,0.000,0.000,0.000,0,45,0,47,0000,0,10nn,AABU,0000,27,27,27,27,1,17,0,17
152,3.320812,-10.388369,27021598103733240,1.2128697205E+02,1.8348596573E+01,J080508.83+182058.2,121.2867968,18.3495039,0.4476,0.4978,0.0602,17.270,0.151,7.2,1.177E+00,16.923,null,0.7,8.821E-01,12.527,null,-1.0,9.112E-01,8.946,null,-0.2,1.109E+00,1,0,0.000,0.000,0.000,0.000,-814,1774,1112,1984,0000,0,nnnn,BUUU,1100,3,25,0,25,0,13,0,13
153,7.740503,-38.055504,27021597936136863,3.2606271362E+02,3.6007678509E+00,J214414.73+033608.8,326.0613856,3.6024609,0.1115,0.1129,-0.0264,15.504,0.043,25.1,1.609E+00,15.202,0.087,12.5,9.455E-01,12.622,0.539,2.0,8.503E-01,8.472,null,1.5,9.645E-01,1,0,0.000,0.000,0.000,0.000,145,380,80,391,0000,0,0nnn,AACU,1100,26,26,10,26,0,14,0,14
155,9.172544,-124.496534,27021597933574166,1.6071657181E+01,-1.8345496655E+00,J010416.69-015009.5,16.0695562,-1.8359927,0.4705,0.4812,-0.1432,17.273,0.153,7.1,8.436E-01,16.560,null,1.8,8.138E-01,12.373,null,0.1,9.193E-01,8.886,null,-0.2,7.678E-01,1,0,0.000,0.000,0.000,0.000,-500,2074,-474,2115,0000,0,nnnn,BUUU,1111,2,24,0,24,0,13,0,13
158,5.737950,-153.137576,4600220567,2.0796179199E+02,1.6554499865E+00,J135150.65+013914.5,207.9610715,1.6540281,0.2052,0.2254,0.0322,16.541,0.076,14.3,9.366E-01,15.966,0.158,6.9,9.163E-01,12.186,null,1.2,9.384E-01,9.105,null,0.2,9.768E-01,1,0,0.000,0.000,0.000,0.000,-220,516,-26,567,0000,0,0nnn,ABUU,1111,17,32,0,32,0,20,0,20
161,4.055153,-63.692983,27021598725314279,3.1429922485E+02,-8.4513378143E+00,J205711.56-082703.0,314.2982040,-8.4508386,0.5502,0.5828,-0.1793,17.455,0.185,5.9,9.645E-01,17.158,null,-0.5,1.171E+00,11.697,null,1.8,9.834E-01,8.613,null,-0.7,8.213E-01,1,0,0.000,0.000,0.000,0.000,-7595,2021,5052,2200,0000,0,nnnn,BUUU,2244,1,26,0,24,0,9,0,9
163,0.891013,76.066552,27021597897990792,7.3860061646E+01,6.0199050903E+01,J045526.53+601156.7,73.8605450,60.1991105,0.5189,0.5554,-0.1269,17.602,0.191,5.7,1.041E+00,17.395,null,-3.2,9.095E-01,12.186,null,1.0,8.011E-01,9.303,null,-0.7,9.540E-01,1,0,0.000,0.001,0.000,0.000,-1162,2096,-577,2277,0000,0,nnnn,BUUU,0000,1,30,0,30,0,15,0,15
164,7.235506,86.542730,27021597927100727,3.2506579590E+02,-8.0220240355E-01,J214016.27-004807.4,325.0678023,-0.8020812,0.3192,0.3280,-0.0997,16.740,0.106,10.3,8.140E-01,16.361,0.353,3.1,8.554E-01,11.956,null,1.1,8.094E-01,8.839,null,-0.4,1.156E+00,1,0,0.000,0.000,0.000,0.000,43,1363,-411,1403,0000,0,nnnn,ABUU,4500,7,21,0,14,0,10,0,10
168,8.040673,-163.687150,27021597839813890,3.3815808105E+02,6.9371810913E+01,J223237.51+692210.8,338.1563005,69.3696673,0.0709,0.0684,-0.0064,14.905,0.032,33.9,9.819E-01,14.743,0.042,25.6,8.903E-01,13.139,0.439,2.5,9.468E-01,9.295,null,1.2,9.726E-01,1,0,0.000,0.000,0.000,0.000,15,90,-109,83,hh00,0,11nn,AACU,0011,86,86,81,86,0,63,1,63
168,9.475834,27.858327,27021597839813890,3.3815808105E+02,6.9371810913E+01,J223238.77+692226.8,338.1615727,69.3741380,0.0546,0.0537,0.0043,14.170,0.027,40.4,1.428E+00,14.182,0.033,33.2,9.971E-01,12.952,0.322,3.4,9.661E-01,9.277,null,1.4,9.696E-01,1,0,0.000,0.000,0.000,0.000,137,54,-18,50,hh00,0,11nn,AABU,0011,87,87,87,87,0,63,0,64
169,2.659689,68.781812,27021598867147752,3.0376773071E+02,2.7058308125E+00,J201504.42+024221.9,303.7684202,2.7060982,0.1180,0.1248,-0.0293,15.464,0.046,23.5,1.295E+00,15.244,0.090,12.0,9.009E-01,12.641,null,-0.6,1.044E+00,8.857,null,-0.1,1.088E+00,1,0,0.000,0.000,0.000,0.000,-233,369,-561,401,0000,0,0nnn,AAUU,1111,25,25,9,25,0,12,0,12
170,5.959810,57.852078,4471896725,1.0285272980E+02,-5.6850748062E+00,J065124.99-054103.0,102.8541384,-5.6841939,0.1581,0.1731,-0.0298,16.029,0.054,20.0,1.330E+00,16.965,0.413,2.6,8.888E-01,12.325,null,-1.8,7.814E-01,8.974,null,-1.0,9.795E-01,1,0,0.000,0.000,0.000,0.000,72,569,-208,631,hH00,0,0nnn,ACUU,0000,20,24,1,24,0,10,0,10
171,2.987598,-4.712982,27021597933224219,8.1459341049E+00,-1.3065143824E+00,J003235.00-011820.4,8.1458659,-1.3056873,0.3063,0.3207,-0.0896,16.901,0.106,10.3,8.953E-01,16.468,0.291,3.7,7.055E-01,12.317,null,-0.8,8.803E-01,8.719,null,0.3,8.788E-01,1,0,0.000,0.000,0.000,0.000,-678,1301,1268,1366,0000,0,nnnn,ABUU,1111,7,26,0,26,0,13,0,13
172,4.788602,-74.989774,27021597975219462,7.7681861877E+01,-7.0114970207E-01,J051043.33-004202.8,77.6805770,-0.7008052,0.1682,0.1802,-0.0444,16.076,0.062,17.6,8.501E-01,16.072,0.182,6.0,7.818E-01,12.085,null,1.1,1.103E+00,8.578,0.372,2.9,9.546E-01,1,0,0.000,0.000,0.000,0.000,261,615,-578,664,d000,0,0nnn,ABUC,0000,23,25,1,25,0,11,0,11
175,9.760179,-169.288800,4554288974,1.1801065826E+02,2.6279750824E+01,J075202.42+261637.5,118.0100963,26.2770869,0.0407,0.0383,-0.0086,11.634,0.023,48.2,1.238E+00,11.700,0.022,48.7,1.115E+00,11.865,0.292,3.7,1.010E+00,8.733,null,-0.2,8.609E-01,1,0,0.000,0.000,0.000,0.000,-12,47,54,47,0000,0,10nn,AABU,0000,23,23,23,23,0,11,0,11
176,5.403623,-117.077044,27021598867167425,3.0424038696E+02,2.8668737411E+00,J201657.37+025158.2,304.2390488,2.8661905,0.1422,0.1511,-0.0356,15.834,0.054,20.2,1.357E+00,15.517,0.108,10.1,9.377E-01,12.457,null,-1.7,8.930E-01,8.939,null,-0.2,9.652E-01,1,0,0.000,0.000,0.000,0.000,-80,473,1701,504,0000,0,0nnn,AAUU,1111,25,26,7,25,0,11,0,11
181,4.716841,101.723415,4477434509,1.1299263763E+02,-7.5645384789E+00,J073158.54-073353.2,112.9939318,-7.5648047,0.5121,0.5651,-0.0386,17.350,0.179,6.1,9.071E-01,17.028,0.444,2.4,1.059E+00,12.227,null,0.4,1.054E+00,8.961,null,0.4,1.289E+00,1,0,0.000,0.000,0.000,0.000,436,2109,-422,2257,0000,0,nnnn,BCUU,0000,3,27,1,27,0,11,0,11
185,9.391962,-49.557321,27021597936091916,3.2516198730E+02,3.5421204567E+00,J214038.39+033237.7,325.1599980,3.5438128,0.1032,0.1029,-0.0272,15.265,0.039,28.0,9.772E-01,15.195,0.096,11.3,8.993E-01,12.259,null,0.5,9.422E-01,8.627,null,0.8,1.080E+00,1,0,0.000,0.000,0.000,0.000,234,325,-234,329,0000,0,00nn,AAUU,1100,24,24,11,24,0,11,0,11
187,0.608714,123.209275,4592683939,1.3923072815E+02,4.1922326088E+00,J091655.40+041131.7,139.2308700,4.1921400,0.3270,0.3622,0.0228,16.950,0.110,9.9,8.922E-01,16.823,null,1.0,8.670E-01,12.346,null,0.1,8.382E-01,8.752,null,-0.2,9.075E-01,1,0,0.000,0.000,0.000,0.000,1782,1285,-2293,1428,0000,0,nnnn,BUUU,0000,8,24,0,24,0,10,0,10
189,0.139960,-157.206718,27021598046985190,1.1662340546E+02,-6.4172830582E+00,J074629.61-062502.3,116.6233903,-6.4173189,0.2115,0.2308,0.0122,16.373,0.073,14.8,1.090E+00,16.703,null,1.9,9.340E-01,11.989,null,1.6,9.668E-01,9.098,null,-0.6,8.579E-01,1,0,0.000,0.000,0.000,0.000,-996,771,-130,851,0000,0,0nnn,AUUU,0000,21,28,0,28,0,14,0,14
191,5.582468,-149.305279,27021598101919980,1.2023542786E+02,6.5431852341E+00,J080056.31+063230.6,120.2346311,6.5418518,0.4815,0.5544,0.0479,17.477,0.169,6.4,9.917E-01,17.010,null,0.3,9.389E-01,12.356,0.476,2.3,8.694E-01,8.719,null,0.2,7.420E-01,1,0,0.001,0.000,0.000,0.000,-747,2077,-653,2379,0000,0,nnnn,BUCU,1111,4,24,1,24,1,10,0,10
196,1.073933,14.615060,27021598104222297,1.3277523804E+02,1.2032661438E+01,J085106.07+120158.6,132.7753150,12.0329501,0.4339,0.4785,0.0974,17.238,0.145,7.5,8.703E-01,17.229,null,-0.7,9.920E-01,12.214,null,0.8,9.017E-01,8.778,null,0.7,1.010E+00,1,0,0.000,0.000,0.000,0.000,381,1841,858,2027,0000,0,nnnn,BUUU,0000,3,24,0,24,0,12,1,12
198,1.385473,113.628389,4545146142,1.3210673523E+02,1.8371510506E+00,J084825.70+015013.1,132.1070880,1.8369968,0.2144,0.2314,0.0156,16.442,0.076,14.4,9.502E-01,16.294,0.225,4.8,7.432E-01,12.435,null,0.2,9.177E-01,8.796,null,0.5,9.069E-01,1,0,0.000,0.000,0.000,0.000,-1163,798,408,860,0000,0,0nnn,ABUU,0000,16,24,1,24,0,11,0,11
199,5.241396,52.220202,4370308778,3.3574539185E+02,-3.2932925224E-01,J222259.17-001942.3,335.7465426,-0.3284373,0.3173,0.3266,-0.0954,16.806,0.107,10.2,8.637E-01,16.918,0.413,2.6,8.342E-01,12.180,null,0.8,8.717E-01,8.756,null,-0.1,8.127E-01,1,0,0.000,0.000,0.000,0.000,-242,1362,55,1392,0000,0,nnnn,ACUU,1111,5,25,1,25,0,12,0,12
209,4.762802,13.334022,4350483199,2.3035429382E+02,3.9260139465E+01,J152125.12+391541.1,230.3546879,39.2614268,0.1977,0.2154,0.0405,17.044,0.071,15.2,9.846E-01,16.942,0.227,4.8,8.861E-01,12.510,0.246,4.4,9.522E-01,8.993,null,1.9,9.505E-01,1,0,0.000,0.000,0.000,0.000,-498,612,-590,675,0000,0,nnnn,ABBU,0011,21,70,0,70,1,50,0,50
210,6.099032,175.846243,5331154971,2.9976675415E+02,1.8164562225E+01,J195904.05+180946.3,299.7668833,18.1628725,0.0660,0.0662,-0.0038,13.993,0.028,38.3,2.005E+00,14.222,0.051,21.3,1.095E+00,12.548,null,-1.3,9.668E-01,9.026,null,-0.2,9.783E-01,1,0,0.000,0.000,0.000,0.000,61,128,-353,136,0h00,0,10nn,AAUU,0011,26,26,25,26,0,11,0,11
214,8.240223,60.706917,5191725767,2.5053070068E+02,3.9464752197E+01,J164207.98+392757.1,250.5332865,39.4658721,0.0770,0.0810,0.0069,15.362,null,null,2.429E+00,15.069,0.054,20.1,9.608E-01,11.612,0.194,5.6,8.398E-01,9.135,null,-0.3,8.372E-01,1,0,0.019,0.001,0.000,0.000,234,276,84,296,0000,0,n0nn,ZABU,0000,43,43,40,60,2,19,0,19
217,5.649951,-51.455442,27021597840136055,3.2024926758E+02,7.0172027588E+01,J212058.95+701022.8,320.2456486,70.1730055,0.0436,0.0443,0.0090,13.206,0.024,45.2,1.017E+00,13.238,0.025,43.8,9.729E-01,12.814,null,1.6,9.613E-01,9.833,null,-0.4,9.546E-01,1,0,0.000,0.000,0.000,0.000,-19,34,52,33,0000,0,00nn,AAUU,0000,93,93,93,93,0,64,0,64
220,5.758269,175.584933,27021598104196754,1.3131405640E+02,1.0921257973E+01,J084515.40+105510.7,131.3141818,10.9196632,0.1500,0.1648,-0.0241,15.931,0.056,19.4,1.031E+00,15.784,0.148,7.4,9.125E-01,12.513,null,-0.6,1.008E+00,8.372,null,0.8,9.275E-01,1,0,0.000,0.000,0.000,0.000,-455,530,117,578,0000,0,0nnn,ABUU,0000,23,24,1,24,0,11,0,11
221,1.038607,71.833662,4375869447,2.9910205841E+01,-2.8406219482E+00,J015938.51-025025.9,29.9104803,-2.8405320,0.4527,0.4599,-0.1225,17.485,0.143,7.6,9.325E-01,17.192,null,0.5,1.008E+00,12.785,null,-0.7,8.347E-01,9.144,null,-0.7,9.256E-01,1,0,0.000,0.000,0.000,0.000,1795,1220,314,1247,0000,0,nnnn,BUUU,1200,4,45,0,34,0,22,0,22
223,5.760779,-155.071333,27021597929811821,3.5336785889E+02,-3.4352827072E-01,J233328.12-002041.9,353.3671844,-0.3449794,0.2489,0.2570,-0.0710,16.650,0.090,12.0,8.949E-01,15.942,0.159,6.8,8.761E-01,12.297,0.427,2.5,7.659E-01,8.892,null,0.1,1.041E+00,1,0,0.000,0.000,0.000,0.000,364,1060,340,1091,0000,0,0nnn,ABCU,1100,10,25,1,25,0,12,0,12
224,9.375552,-79.281113,4592930989,1.4337289429E+02,1.6078609228E+00,J093328.88+013630.0,143.3703344,1.6083453,0.1586,0.1736,0.0200,16.045,0.060,18.2,9.031E-01,15.567,0.124,8.8,8.997E-01,12.447,null,-1.1,8.699E-01,8.269,null,1.6,1.061E+00,1,0,0.000,0.000,0.000,0.000,-804,564,272,622,0000,0,0nnn,ABUU,0000,22,22,3,22,0,11,0,11
230,6.065074,-104.944517,4544989307,1.3086216736E+02,3.8674667478E-02,J084326.52+000217.6,130.8605396,0.0382402,0.3264,0.3550,0.0422,17.022,0.117,9.3,8.861E-01,16.513,0.257,4.2,9.156E-01,12.014,null,0.9,9.195E-01,8.965,null,0.1,8.539E-01,1,0,0.000,0.000,0.000,0.000,-917,1340,561,1455,0000,0,nnnn,BBUU,0000,8,26,1,26,0,13,0,13
231,0.377308,133.200684,4592989911,1.4350663757E+02,4.4026608467E+00,J093401.61+042409.3,143.5067142,4.4025891,0.4928,0.5627,0.0843,17.413,0.165,6.6,8.396E-01,17.263,null,-0.3,8.872E-01,12.574,null,-0.4,9.855E-01,8.787,null,0.7,9.158E-01,1,0,0.000,0.000,0.000,0.000,2095,2037,-2732,2320,0000,0,nnnn,BUUU,0000,1,25,0,25,0,14,0,14
233,9.938296,-73.479842,4350953663,2.1532583618E+02,5.2596393585E+01,J142117.15+523549.8,215.3214789,52.5971785,0.1377,0.1451,0.0357,16.249,0.051,21.4,8.606E-01,16.234,0.147,7.4,8.628E-01,12.609,null,0.7,9.030E-01,9.155,null,0.2,8.972E-01,1,0,0.001,0.000,0.000,0.000,-745,501,203,530,0000,0,0nnn,ABUU,0000,33,45,1,45,0,24,0,24
235,5.353094,16.423852,4401948915,4.3952728271E+01,1.3775250316E-01,J025548.75+000821.0,43.9531487,0.1391788,0.1586,0.1673,-0.0479,16.347,0.058,18.7,8.961E-01,16.035,0.153,7.1,8.545E-01,12.787,0.510,2.1,1.001E+00,9.305,null,-2.4,9.748E-01,1,0,0.000,0.000,0.000,0.000,582,411,465,436,0000,0,1nnn,ABCU,0233,29,45,4,39,0,25,0,31
235,8.013724,109.952196,4401948915,4.3952728271E+01,1.3775250316E-01,J025549.15+000813.1,43.9548207,0.1369929,0.2979,0.3183,-0.0949,17.126,0.101,10.8,9.850E-01,17.002,0.365,3.0,9.872E-01,12.511,null,0.6,9.191E-01,9.294,null,-0.8,8.849E-01,1,0,0.000,0.000,0.000,0.000,-479,835,-806,883,0000,0,nnnn,ACUU,0233,5,45,1,39,0,25,0,31
239,5.422985,-87.234544,4546843445,1.2746050262E+02,2.1307134628E+01,J082950.13+211825.9,127.4588876,21.3072073,0.1800,0.1977,0.0239,16.060,0.068,16.1,1.039E+00,15.757,0.174,6.2,8.659E-01,11.607,0.275,3.9,7.669E-01,8.777,null,-0.1,9.949E-01,2,0,0.000,0.000,0.000,0.000,250,629,1769,699,0000,0,0nnn,ABBU,1111,15,20,1,21,1,9,0,9
239,6.432475,60.096942,4546843445,1.2746050262E+02,2.1307134628E+01,J082950.91+211828.8,127.4621652,21.3080254,0.1563,0.1759,-0.0058,15.926,0.061,17.7,9.850E-01,15.351,0.119,9.1,9.295E-01,12.117,null,0.5,9.129E-01,8.832,null,-1.5,9.165E-01,2,0,0.000,0.000,0.000,0.000,641,552,-425,623,0000,0,2nnn,ABUU,1111,19,21,4,21,0,9,0,9
240,7.410365,123.347120,4477192476,1.1239255524E+02,-8.3297891617E+00,J072934.63-081951.3,112.3942931,-8.3309207,0.1313,0.1433,0.0083,15.688,0.053,20.4,1.204E+00,15.250,0.092,11.9,9.457E-01,12.131,0.371,2.9,1.014E+00,8.624,0.414,2.6,1.011E+00,1,0,0.000,0.000,0.000,0.000,18,437,-385,490,0000,0,00nn,AACC,0000,26,26,12,26,1,12,0,12
241,9.737445,49.841795,27021597888951173,7.5811203003E+01,6.7214683533E+01,J050315.96+671259.1,75.8165412,67.2164278,0.1208,0.1280,-0.0208,15.764,0.047,23.0,1.262E+00,15.624,0.106,10.2,9.534E-01,12.746,null,-0.9,9.464E-01,8.609,null,1.3,1.016E+00,1,0,0.000,0.000,0.000,0.000,-552,415,-1381,442,0000,0,0nnn,AAUU,0000,30,31,6,31,0,15,1,15
242,8.026711,-35.458962,4397373708,3.4002996826E+02,3.9728275299E+01,J224006.78+394348.3,340.0282864,39.7300914,0.2634,0.2704,-0.0904,16.677,0.089,12.2,9.961E-01,16.777,0.309,3.5,9.950E-01,12.718,null,-0.3,8.020E-01,8.664,null,0.8,7.871E-01,1,0,0.000,0.000,0.000,0.000,-1253,1071,981,1092,0000,0,nnnn,ABUU,0000,10,28,1,28,0,15,0,15
246,5.999773,4.148763,27021598867457590,3.0217700195E+02,3.8590216637E+00,J200842.50+035138.4,302.1771228,3.8606839,0.1007,0.1041,-0.0247,15.467,0.041,26.4,1.379E+00,14.645,0.067,16.1,8.930E-01,12.007,0.323,3.4,1.049E+00,8.826,null,0.3,1.045E+00,1,0,0.000,0.000,0.000,0.000,-126,349,-592,363,0000,0,00nn,AABU,0000,25,25,21,25,1,11,0,11
246,6.305518,-166.844214,27021598867457590,3.0217700195E+02,3.8590216637E+00,J200842.38+035126.3,302.1766024,3.8573161,0.1016,0.1063,-0.0257,15.299,0.040,27.3,1.154E+00,15.197,0.092,11.7,9.024E-01,12.504,null,-0.7,1.067E+00,8.691,null,0.6,9.352E-01,1,0,0.000,0.000,0.000,0.000,-177,316,279,330,0000,0,11nn,AAUU,0000,25,25,12,25,0,11,0,11
248,8.520181,-156.480541,4430039153,1.0951848602E+02,-2.6032600403E+01,J071804.18-260205.1,109.5174349,-26.0347705,0.1057,0.1125,-0.0186,15.668,0.039,27.7,1.426E+00,16.306,0.165,6.6,1.200E+00,12.655,null,0.2,9.301E-01,8.724,null,-1.0,9.512E-01,1,0,0.000,0.000,0.000,0.003,-130,372,1177,398,hh00,0,0nnn,ABUU,0000,31,32,3,31,0,14,0,14
249,4.614269,-170.647790,27021597933727929,2.5509239197E+01,-5.5886429548E-01,J014202.16-003336.4,25.5090309,-0.5601290,0.6305,0.6550,-0.1979,17.631,0.206,5.3,9.542E-01,16.749,null,1.2,9.126E-01,12.364,null,-0.7,9.438E-01,8.506,null,0.9,9.821E-01,1,0,0.000,0.000,0.000,0.000,435,2819,604,2928,0000,0,nnnn,BUUU,1100,1,24,1,24,0,13,0,13
250,9.941981,110.978799,4603863286,2.1903904724E+02,3.4264347076E+01,J143610.12+341548.0,219.0421673,34.2633583,0.2092,0.2256,0.0381,16.834,0.073,14.9,8.890E-01,17.132,0.337,3.2,9.391E-01,12.584,null,1.5,1.133E+00,9.504,null,-0.5,1.008E+00,1,0,0.001,0.001,0.000,0.000,-133,577,98,616,0000,0,nnnn,ABUU,0000,12,46,1,46,0,31,0,31
254,6.866425,169.815622,4263906109,3.0485647583E+02,5.3937004089E+01,J201925.69+535606.4,304.8570487,53.9351268,0.1143,0.1118,-0.0302,15.836,0.042,25.7,1.121E+00,16.314,0.145,7.5,8.934E-01,12.769,null,1.0,8.738E-01,9.033,null,1.2,1.056E+00,1,0,0.000,0.000,0.000,0.001,-12,344,25,339,0000,0,0nnn,ABUU,0000,60,64,1,64,0,36,0,36
256,7.953190,-172.123871,27021598726023574,3.0913427734E+02,-4.7068262100E-01,J203632.15-002822.3,309.1339746,-0.4728710,0.4625,0.4870,-0.1463,17.266,0.154,7.1,1.023E+00,16.914,null,0.6,9.662E-01,11.615,null,1.9,1.047E+00,9.020,null,-0.6,1.225E+00,1,0,0.000,0.000,0.000,0.000,-2412,2053,-1552,2171,0000,0,nnnn,BUUU,1111,4,22,1,22,1,11,0,11
257,1.114505,26.535147,27021597960200919,4.0816070557E+01,1.3322880268E+00,J024315.89+011957.2,40.8162089,1.3325650,0.2641,0.2720,-0.0763,16.745,0.088,12.3,8.417E-01,16.564,0.304,3.6,9.035E-01,12.712,null,-2.0,7.648E-01,9.032,null,-1.0,8.725E-01,1,0,0.000,0.000,0.000,0.000,-117,668,187,700,0000,0,nnnn,ABUU,1355,9,35,2,28,0,15,0,16
261,6.074294,-150.123439,27021597904528742,2.6257534790E+02,6.0836086273E+01,J173017.66+605004.6,262.5736232,60.8346232,0.0920,0.0984,0.0087,15.742,0.223,4.9,1.772E+00,15.636,0.059,18.3,9.062E-01,12.861,null,0.8,8.985E-01,9.597,null,-0.1,8.933E-01,1,0,0.018,0.001,0.000,0.000,-69,376,-150,407,0000,0,0nnn,BAUU,0000,43,44,22,127,0,38,0,38
263,5.381344,-108.040838,5170336257,2.3227175903E+02,8.0396957397E+00,J152904.87+080221.2,232.2703236,8.0392328,0.1292,0.1385,0.0149,15.989,0.048,22.8,9.187E-01,16.276,0.199,5.4,9.781E-01,12.990,null,-0.4,9.602E-01,9.275,null,0.2,9.411E-01,1,0,0.000,0.000,0.000,0.000,-667,455,495,506,0000,0,0nnn,ABUU,0033,35,36,1,36,0,24,0,25
264,6.176575,138.686332,4293734682,4.7507557869E+00,5.9754543304E+01,J001900.72+594511.7,4.7530044,59.7532546,0.0397,0.0387,0.0100,11.713,0.022,48.9,3.447E+00,11.761,0.022,48.9,1.511E+00,11.695,0.165,6.6,8.324E-01,9.549,null,-0.1,1.010E+00,1,0,0.000,0.000,0.000,0.000,0,28,0,28,00PP,1,11nn,AABU,0011,52,52,52,52,5,38,0,38
266,4.633786,33.700822,27021597842764538,3.0520809937E+02,6.9212303162E+01,J202050.42+691248.1,305.2101118,69.2133740,0.1049,0.0993,0.0144,16.305,0.039,27.9,9.615E-01,16.277,0.090,12.0,9.234E-01,13.616,null,-0.1,9.585E-01,10.016,null,-1.0,9.818E-01,1,0,0.000,0.000,0.000,0.000,230,202,-311,186,h000,0,0nnn,AAUU,0000,114,151,9,151,0,84,0,85
269,9.443574,153.640646,4383279187,3.3629742432E+02,2.0170259476E+01,J222511.67+201004.4,336.2986651,20.1679090,0.0808,0.0806,-0.0186,14.980,0.032,34.1,9.727E-01,15.092,0.074,14.7,9.133E-01,12.074,null,1.2,1.155E+00,8.963,null,-1.5,9.899E-01,1,0,0.000,0.000,0.000,0.000,221,250,113,247,0000,0,00nn,AAUU,0111,25,25,15,25,0,11,0,11
273,5.750614,-48.734524,4555388121,1.1790926361E+02,3.8271530151E+01,J075137.85+381621.3,117.9077342,38.2725837,0.2743,0.3039,-0.0305,16.826,0.098,11.0,1.070E+00,16.470,0.265,4.1,9.832E-01,12.693,null,-0.5,1.102E+00,8.748,null,0.4,9.986E-01,1,0,0.000,0.000,0.000,0.000,341,1062,182,1192,0000,0,nnnn,ABUU,0000,9,27,0,27,0,13,1,13
273,6.770015,-152.176409,4555388121,1.1790926361E+02,3.8271530151E+01,J075137.95+381611.5,117.9081456,38.2698670,0.1786,0.1976,-0.0095,16.409,0.073,14.9,1.017E+00,15.391,0.100,10.9,9.081E-01,11.973,null,1.7,1.030E+00,8.859,null,0.2,9.369E-01,1,0,0.000,0.000,0.000,0.000,480,652,741,737,0000,0,00nn,AAUU,0000,17,27,11,27,0,13,0,13
276,0.744144,119.361058,27021597873007002,2.7962961197E+01,6.4430427551E+01,J015151.21+642549.1,27.9633786,64.4303262,0.0650,0.0941,0.0251,12.743,0.041,26.8,4.109E+01,12.529,0.043,25.3,1.196E+01,10.895,0.175,6.2,9.429E-01,8.197,0.216,5.0,1.231E+00,2,0,0.010,0.000,0.000,0.000,2144,80,3304,94,dHd0,1,9nnn,AABB,0000,27,30,25,30,2,12,1,12
279,4.418610,22.077663,4542207877,1.1369595337E+02,1.7947364807E+01,J073447.14+175654.6,113.6964383,17.9485022,0.0857,0.0884,-0.0001,14.893,0.035,31.0,1.075E+00,14.962,0.079,13.8,9.796E-01,12.334,null,0.4,1.030E+00,8.886,null,0.4,1.156E+00,1,0,0.000,0.000,0.000,0.000,-66,238,268,251,0000,0,00nn,AAUU,0000,22,22,16,22,0,12,0,12
