cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
5496,9.931186,149.948435,27021597934534938,3.7041923523E+01,-1.0963902473E+01,J022810.39-105758.6,37.0433307,-10.9662903,0.5987,0.6166,-0.1878,17.785,0.193,5.6,9.524E-01,17.356,null,0.2,9.237E-01,12.794,null,-0.6,9.197E-01,9.228,null,-0.9,1.039E+00,1,0,0.000,0.000,0.000,0.000,1172,1838,-827,1887,0000,0,nnnn,BUUU,0000,1,34,0,34,0,22,0,22
5497,1.813286,124.407649,4570938050,1.4351322937E+02,-2.0491852760E+00,J093403.27-020258.0,143.5136452,-2.0494699,0.1675,0.1895,0.0250,16.159,0.063,17.3,8.436E-01,15.959,0.158,6.9,9.598E-01,11.912,null,1.6,1.111E+00,9.114,null,-0.3,1.161E+00,1,0,0.000,0.000,0.000,0.000,-379,616,167,697,0000,0,0nnn,ABUU,0000,21,24,2,24,0,12,0,12
5499,0.711172,-170.890197,27021597959248717,9.8551292419E+00,2.5806596756E+01,J003925.22+254823.0,9.8550945,25.8064017,0.1840,0.2684,-0.0916,15.473,0.106,10.3,8.759E-01,15.422,0.163,6.6,9.171E-01,12.192,null,0.3,8.759E-01,8.778,null,0.5,9.668E-01,1,0,0.000,0.000,0.000,0.000,715,427,-486,455,0000,0,0nnn,ABUU,1100,19,28,1,28,0,15,0,15
5505,8.029415,115.713695,4477453215,1.1242582703E+02,-7.0352973938E+00,J072942.68-070210.5,112.4278518,-7.0362651,0.1358,0.1499,-0.0212,15.657,0.052,20.9,1.049E+00,15.675,0.122,8.9,9.947E-01,12.635,null,-0.5,1.028E+00,9.000,null,-0.3,1.092E+00,1,0,0.000,0.000,0.000,0.000,-275,413,1096,450,0000,0,0nnn,ABUU,0000,24,24,4,24,0,12,0,12
5506,4.672394,30.967971,4264052025,3.0347055054E+02,5.4107227325E+01,J201353.20+540630.0,303.4716897,54.1083402,0.4967,0.4917,-0.1435,17.621,0.164,6.6,1.080E+00,17.696,null,-1.6,8.882E-01,13.199,null,-0.5,9.434E-01,9.523,null,0.0,1.057E+00,1,0,0.000,0.000,0.000,0.000,488,1850,261,1833,0000,0,nnnn,BUUU,0000,8,63,1,63,0,36,0,36
5507,1.359101,168.797859,27021598149831281,1.4172634888E+02,2.6798751354E+00,J092654.34+024046.2,141.7264223,2.6795048,0.4846,0.5373,0.0729,17.425,0.169,6.4,9.610E-01,16.752,null,1.2,9.467E-01,12.271,0.448,2.4,1.136E+00,8.502,null,1.2,8.105E-01,1,0,0.000,0.001,0.000,0.000,-2490,2191,-1310,2411,0000,0,nnnn,BUCU,0000,2,23,0,23,1,11,0,11
5507,9.448659,26.888952,27021598149831281,1.4172634888E+02,2.6798751354E+00,J092654.60+024055.9,141.7275372,2.6822160,0.2410,0.2627,0.0251,16.516,0.083,13.0,9.280E-01,16.990,0.414,2.6,8.928E-01,12.499,null,-0.7,1.075E+00,8.354,null,1.4,9.134E-01,1,0,0.000,0.000,0.000,0.000,521,925,-1755,1022,0000,0,0nnn,ACUU,0000,12,23,0,23,0,11,0,11
5508,1.359101,168.797859,4592662385,1.4172634888E+02,2.6798751354E+00,J092654.34+024046.2,141.7264223,2.6795048,0.4846,0.5373,0.0729,17.425,0.169,6.4,9.610E-01,16.752,null,1.2,9.467E-01,12.271,0.448,2.4,1.136E+00,8.502,null,1.2,8.105E-01,1,0,0.000,0.001,0.000,0.000,-2490,2191,-1310,2411,0000,0,nnnn,BUCU,0000,2,23,0,23,1,11,0,11
5508,9.448659,26.888952,4592662385,1.4172634888E+02,2.6798751354E+00,J092654.60+024055.9,141.7275372,2.6822160,0.2410,0.2627,0.0251,16.516,0.083,13.0,9.280E-01,16.990,0.414,2.6,8.928E-01,12.499,null,-0.7,1.075E+00,8.354,null,1.4,9.134E-01,1,0,0.000,0.000,0.000,0.000,521,925,-1755,1022,0000,0,0nnn,ACUU,0000,12,23,0,23,0,11,0,11
5509,6.197582,14.181343,27021597905826072,2.3008273315E+02,5.4450092316E+01,J152020.03+542706.3,230.0834586,54.4517614,0.1632,0.1721,0.0456,16.777,0.060,18.1,1.016E+00,16.368,0.132,8.2,8.779E-01,13.375,null,-0.6,9.975E-01,9.060,null,1.2,8.990E-01,1,0,0.000,0.000,0.000,0.001,401,471,455,501,0000,0,nnnn,ABUU,0000,21,67,0,67,0,42,0,42
5512,5.009495,3.426844,27021598035842454,1.0547819519E+02,-6.4667873383E+00,J070154.78-062755.4,105.4782789,-6.4653983,0.0618,0.0619,-0.0106,14.268,0.027,40.4,1.262E+00,14.444,0.052,21.0,1.064E+00,12.303,null,1.1,1.116E+00,8.953,null,-0.1,8.944E-01,1,0,0.000,0.000,0.000,0.000,279,134,-1062,143,0000,0,00nn,AAUU,0000,28,28,25,28,0,15,0,15
5516,7.080624,91.836878,5178652340,2.6545361328E+02,5.3773355484E+00,J174149.34+052238.1,265.4555878,5.3772725,0.3467,0.3817,-0.0715,16.978,0.115,9.4,8.405E-01,16.764,null,1.4,9.476E-01,12.600,null,-0.2,1.028E+00,8.728,null,0.4,9.630E-01,1,0,0.000,0.000,0.000,0.000,-688,1689,2796,1876,0000,0,nnnn,BUUU,0000,3,27,0,27,0,11,0,11
5520,1.123929,-164.105244,27021597918814796,1.5000605774E+02,5.8456516266E+01,J100001.41+582722.3,150.0058943,58.4562160,0.2682,0.2939,0.0654,17.041,0.093,11.6,9.128E-01,16.921,0.276,3.9,9.065E-01,12.713,null,-0.4,1.008E+00,8.756,null,0.8,1.053E+00,1,0,0.002,0.001,0.000,0.000,1016,1062,-263,1161,0000,0,nnnn,ABUU,0011,8,42,0,42,0,17,0,19
5521,8.363155,-79.067804,27021597939682142,3.3533062744E+02,6.9020330906E-02,J222118.80+000410.0,335.3283465,0.0694609,0.3773,0.3845,-0.1119,17.005,0.123,8.9,1.029E+00,16.542,null,1.8,8.028E-01,12.007,null,0.3,8.118E-01,9.066,null,-0.7,1.218E+00,1,0,0.000,0.000,0.000,0.000,1656,1715,377,1755,0000,0,nnnn,BUUU,1111,5,23,0,23,0,11,0,11
5524,4.348876,61.952840,4351099374,2.1187889099E+02,5.3397945404E+01,J140731.36+532354.6,211.8806791,53.3985134,0.2707,0.2844,0.0833,17.184,0.096,11.3,9.878E-01,16.624,0.215,5.1,8.183E-01,12.773,null,0.5,9.512E-01,9.003,null,1.0,9.067E-01,1,0,0.000,0.000,0.000,0.000,-848,1137,-109,1193,0000,0,nnnn,ABUU,0000,9,44,2,43,0,24,0,24
5525,2.295402,104.508270,27021598102343349,1.2651544189E+02,7.7067742348E+00,J082603.85+074223.8,126.5160648,7.7066145,0.3212,0.3627,-0.0138,16.958,0.113,9.6,8.772E-01,16.225,0.318,3.4,8.319E-01,11.860,0.439,2.5,9.755E-01,8.522,null,-0.2,6.859E-01,1,0,0.000,0.000,0.000,0.000,1206,1332,120,1498,00O0,0,nnnn,BBCU,5744,4,26,0,12,0,4,0,4
5526,5.212810,-36.586773,27021598874425904,3.1150588989E+02,4.4081091881E-01,J204601.20+002631.1,311.5050268,0.4419736,0.2986,0.3190,-0.0894,16.922,0.113,9.6,9.642E-01,15.964,0.181,6.0,9.128E-01,11.585,null,1.8,9.237E-01,8.249,null,0.8,8.231E-01,1,0,0.000,0.000,0.000,0.000,-1262,1276,-1177,1376,0000,0,nnnn,BBUU,2344,6,25,1,25,0,7,0,7
5526,9.863782,157.106805,27021598874425904,3.1150588989E+02,4.4081091881E-01,J204601.66+002617.8,311.5069558,0.4382868,0.2839,0.2979,-0.0827,16.779,0.097,11.2,1.072E+00,16.530,0.317,3.4,8.054E-01,12.322,null,-0.8,1.058E+00,8.527,null,-0.6,7.780E-01,1,0,0.000,0.002,0.000,0.000,-2415,1174,390,1233,0000,0,nnnn,ABUU,2344,8,25,0,25,0,7,0,7
5527,2.454020,-59.392463,27021598082673938,9.9718902588E+01,5.3731179237E+00,J063852.39+052224.4,99.7183133,5.3734650,0.0759,0.0780,-0.0115,14.184,0.032,33.9,1.044E+00,14.427,0.060,18.0,1.043E+00,12.128,null,-4.8,8.760E-01,8.873,null,-1.7,8.929E-01,1,0,0.000,0.000,0.000,0.000,58,140,-213,149,0000,0,00nn,AAUU,1111,25,25,24,24,0,11,0,12
5530,5.754293,-50.513221,4320102554,3.9981330872E+01,5.9685161591E+01,J023954.93+594110.2,39.9788868,59.6861780,0.1741,0.1739,-0.0489,15.632,0.060,18.0,1.083E+00,16.793,null,1.0,1.093E+00,11.899,null,-2.6,7.224E-01,8.760,null,0.5,8.902E-01,1,0,0.000,0.000,0.000,0.000,-258,461,-208,473,hHHH,0,0nnn,AUUU,0000,27,32,0,32,0,15,0,16
5532,1.875573,-96.673608,4401932127,4.1511569977E+01,4.2762714624E-01,J024602.65+002539.2,41.5110525,0.4275666,0.2496,0.2591,-0.0738,16.707,0.087,12.4,9.350E-01,16.097,0.210,5.2,9.182E-01,12.521,null,0.2,9.130E-01,8.327,null,1.6,1.024E+00,1,0,0.000,0.000,0.000,0.000,81,582,-406,609,0000,0,nnnn,ABUU,1244,9,32,0,27,0,14,0,13
5533,7.054389,-99.052553,27021597934964538,3.1508566284E+02,4.6161413193E+00,J210020.09+043656.9,315.0837214,4.6158330,0.3530,0.3630,-0.1072,16.956,0.114,9.6,1.137E+00,17.256,null,-0.6,9.646E-01,12.646,null,-0.8,9.964E-01,8.112,null,1.7,8.571E-01,1,0,0.000,0.000,0.000,0.000,2410,1585,-219,1628,0000,0,nnnn,BUUU,0000,6,23,0,23,0,11,1,11
5537,9.073281,26.622036,4381163542,3.3446923828E+02,8.9938014746E-01,J221752.88+005405.8,334.4703678,0.9016333,0.4774,0.5055,-0.1547,17.452,0.171,6.4,9.076E-01,16.633,0.317,3.4,8.339E-01,12.224,null,0.9,9.232E-01,8.553,null,0.6,8.367E-01,1,0,0.000,0.000,0.000,0.000,3740,2259,-361,2377,0000,0,nnnn,BBUU,1111,1,25,0,25,0,14,0,14
5538,8.471391,-132.144313,27021598873788206,3.0850073242E+02,4.4196647406E-01,J203359.75+002625.3,308.4989876,0.4403875,0.3171,0.3360,-0.0959,16.942,0.110,9.8,8.796E-01,16.579,0.294,3.7,9.653E-01,12.360,null,0.8,1.149E+00,9.084,null,-0.8,1.013E+00,1,0,0.000,0.000,0.000,0.000,-305,1345,740,1426,0000,0,0nnn,BBUU,1111,10,25,1,25,0,13,0,13
5541,2.983717,-69.201992,4551112944,1.1546322632E+02,2.9271312714E+01,J074150.96+291617.7,115.4623381,29.2716070,0.4976,0.5488,-0.0835,17.298,0.166,6.6,9.859E-01,16.598,null,1.5,9.366E-01,12.488,null,-0.7,9.475E-01,8.470,null,0.7,9.257E-01,1,0,0.000,0.000,0.000,0.000,1246,2193,-1718,2385,0000,0,nnnn,BUUU,0000,2,23,1,23,0,12,0,12
5542,0.568072,-7.636699,4552896944,9.6250137329E+01,4.1569534302E+01,J062500.02+413410.8,96.2501093,41.5696907,0.5713,0.6524,-0.1204,17.594,0.202,5.4,8.886E-01,16.683,null,1.2,8.570E-01,12.626,null,-1.5,9.630E-01,8.977,null,-0.6,1.006E+00,1,0,0.000,0.000,0.000,0.000,-2197,3284,-898,3645,0000,0,nnnn,BUUU,1211,0,24,0,24,0,13,0,13
5543,9.037877,83.940181,4599538664,1.8363801575E+02,2.1626996994E+01,J121433.76+213738.1,183.6407013,21.6272620,0.3293,0.3591,0.0895,17.045,0.120,9.1,9.615E-01,16.387,0.236,4.6,9.386E-01,11.860,null,1.9,9.038E-01,8.945,null,0.2,8.336E-01,1,0,0.000,0.000,0.000,0.000,72,1377,1072,1498,0000,0,0nnn,BBUU,0000,9,24,1,24,0,12,0,12
5547,0.169447,-39.940053,27021597935679950,3.2083432007E+02,5.7148857117E+00,J212320.22+054253.7,320.8342897,5.7149218,0.1244,0.1298,-0.0314,15.723,0.047,22.9,9.824E-01,15.904,0.146,7.4,9.144E-01,12.470,null,0.8,8.810E-01,9.065,null,-1.6,1.034E+00,1,0,0.000,0.000,0.000,0.000,-165,448,8,476,0000,0,0nnn,ABUU,2200,28,28,3,28,0,16,0,16
5550,0.602933,-169.071297,27021598103077799,1.3226699829E+02,1.0480246544E+01,J084904.07+102848.2,132.2669660,10.4800821,0.6088,0.6564,-0.0604,17.591,0.203,5.3,1.027E+00,17.273,null,-1.4,8.656E-01,12.629,null,-0.7,1.024E+00,8.932,null,0.2,9.443E-01,1,0,0.000,0.000,0.000,0.000,-498,2385,-2068,2577,0000,0,nnnn,BUUU,0000,4,24,0,24,0,12,0,12
5550,8.508985,46.774702,27021598103077799,1.3226699829E+02,1.0480246544E+01,J084904.49+102854.7,132.2687498,10.4818653,0.2637,0.2855,-0.0385,16.674,0.091,11.9,9.958E-01,16.522,0.281,3.9,9.148E-01,11.932,null,1.6,1.031E+00,8.934,null,0.3,9.226E-01,1,0,0.000,0.000,0.000,0.000,252,1085,760,1176,0000,0,nnnn,ABUU,0000,8,24,0,24,0,12,0,12
5552,6.021389,40.478101,4268109812,2.8461410522E+02,5.6772876740E+01,J185827.86+564626.9,284.6160868,56.7741490,0.1162,0.1173,-0.0318,16.432,0.042,26.0,1.303E+00,16.651,0.138,7.9,8.463E-01,13.441,null,-1.0,9.609E-01,9.530,0.415,2.6,1.023E+00,1,0,0.000,0.000,0.000,0.000,-608,417,-187,424,hh00,0,1nnn,ABUC,0000,70,106,1,107,0,56,0,56
5552,7.831967,133.523934,4268109812,2.8461410522E+02,5.6772876740E+01,J185828.07+564616.9,284.6169839,56.7713785,0.0985,0.0991,-0.0275,16.297,0.039,27.5,1.302E+00,15.615,0.060,18.0,8.412E-01,12.782,null,1.8,9.482E-01,9.434,0.376,2.9,9.894E-01,1,0,0.000,0.000,0.000,0.000,79,352,1048,357,hh00,0,1nnn,AAUC,0000,75,106,24,107,1,56,0,56
5554,8.198274,-179.812231,27021597889157687,7.8136169434E+01,6.5555618286E+01,J051232.67+653312.0,78.1361514,65.5533410,0.6535,0.6872,-0.1540,17.902,0.210,5.2,1.042E+00,17.488,null,0.1,9.531E-01,12.327,null,0.5,8.252E-01,9.170,null,-0.5,1.113E+00,1,0,0.000,0.000,0.000,0.000,2955,3089,-7757,3458,0000,0,nnnn,BUUU,0000,3,32,0,32,0,17,0,17
5556,1.511715,-20.238611,27021598333247187,2.2728991699E+02,-1.1408669949E+00,J150909.54-010825.7,227.2897717,-1.1404730,0.3897,0.4255,0.0365,17.106,0.141,7.7,9.689E-01,16.399,0.272,4.0,8.626E-01,12.310,null,0.8,9.800E-01,8.967,null,0.5,9.168E-01,1,0,0.000,0.000,0.000,0.000,1636,1545,-1695,1698,0000,0,nnnn,BBUU,0122,5,26,1,25,0,21,0,21
5556,7.229115,110.343467,27021598333247187,2.2728991699E+02,-1.1408669949E+00,J150910.03-010829.6,227.2918002,-1.1415651,0.2397,0.2612,0.0424,16.586,0.084,12.9,1.055E+00,16.353,0.250,4.3,8.862E-01,12.724,null,-0.1,9.624E-01,9.058,null,0.3,8.972E-01,1,0,0.000,0.000,0.000,0.000,-485,977,528,1067,0000,0,0nnn,ABUU,0122,13,26,0,25,0,21,0,21
5558,3.551261,-22.800620,4416120241,7.9343734741E+01,-8.4177684784E+00,J051722.40-082500.6,79.3433483,-8.4168591,0.1533,0.1662,-0.0384,15.955,0.056,19.5,9.817E-01,16.224,0.203,5.3,8.296E-01,12.518,null,0.2,8.645E-01,8.448,null,1.5,9.986E-01,1,0,0.000,0.000,0.000,0.000,1162,563,-119,610,d0P0,0,0nnn,ABUU,0000,23,25,0,25,0,13,0,13
5561,5.201275,5.843019,4545174141,1.3415998840E+02,7.1469330788E-01,J085638.43+004258.0,134.1601355,0.7161306,0.4079,0.4508,0.0449,17.238,0.139,7.8,8.702E-01,17.315,0.539,2.0,8.722E-01,12.582,null,-0.9,9.971E-01,9.051,null,-0.9,9.413E-01,1,0,0.000,0.000,0.000,0.000,1237,1663,79,1853,0000,0,nnnn,BCUU,0000,3,26,0,26,0,14,0,14
5562,0.321840,-21.892032,27021598149721357,1.3800242615E+02,1.6554348469E+00,J091200.57+013919.8,138.0023928,1.6555178,0.4996,0.5498,-0.0331,17.430,0.169,6.4,9.739E-01,16.838,null,0.9,8.873E-01,12.540,null,-1.3,9.466E-01,8.816,null,-0.7,9.153E-01,1,0,0.000,0.000,0.000,0.000,1289,2182,2254,2378,0000,0,nnnn,BUUU,0000,1,24,0,24,0,11,0,12
5563,2.410912,-93.890049,27021598865558790,2.9920135498E+02,3.4676654339E+00,J195648.16+032803.4,299.2006856,3.4676200,0.1705,0.1830,-0.0398,15.920,0.061,17.9,1.338E+00,16.493,0.300,3.6,1.042E+00,12.577,null,-0.1,9.029E-01,8.762,null,0.4,8.982E-01,1,0,0.000,0.000,0.000,0.000,-232,561,531,601,0000,0,1nnn,ABUU,0000,22,26,1,26,0,12,0,12
5563,9.789094,-120.356710,27021598865558790,2.9920135498E+02,3.4676654339E+00,J195647.76+032758.6,299.1990043,3.4662912,0.1525,0.1608,-0.0385,15.768,0.055,19.7,1.265E+00,16.475,null,2.0,1.051E+00,12.531,null,-0.4,9.124E-01,8.916,null,0.1,9.362E-01,1,0,0.000,0.000,0.000,0.000,369,503,676,541,0000,0,0nnn,AUUU,0000,26,26,0,26,0,12,0,12
5564,4.126943,133.684375,27021598160805845,2.2077616882E+02,3.5797286987E+01,J144306.52+354747.3,220.7771909,35.7964952,0.0376,0.0366,-0.0094,10.916,0.023,47.5,1.454E+00,10.813,0.020,53.5,1.164E+00,10.705,0.064,17.1,9.830E-01,9.589,null,-0.2,9.758E-01,1,0,0.000,0.000,0.000,0.000,-27,27,4,27,0000,0,210n,AAAU,0000,46,46,45,45,26,30,0,30
5565,0.484107,15.164621,27021597914523362,1.4615107727E+02,6.0631698608E+01,J094436.27+603754.5,146.1511490,60.6318284,0.3130,0.3395,0.0672,17.146,0.107,10.1,9.591E-01,17.044,0.349,3.1,8.992E-01,12.573,null,0.0,8.291E-01,9.114,null,-1.7,8.823E-01,1,0,0.001,0.000,0.000,0.000,-459,1345,-514,1460,0000,0,nnnn,ABUU,0000,8,31,0,31,0,14,0,14
5565,9.055783,-61.731010,27021597914523362,1.4615107727E+02,6.0631698608E+01,J094435.17+603758.4,146.1465596,60.6328899,0.3581,0.3823,0.0831,17.338,0.130,8.3,1.003E+00,16.621,0.235,4.6,9.073E-01,12.207,null,1.2,7.944E-01,9.151,null,-0.1,1.055E+00,1,0,0.001,0.000,0.000,0.000,791,1591,644,1700,0000,0,nnnn,BBUU,0000,4,31,0,31,0,14,0,14
5566,3.221120,-22.697889,27021598149721367,1.3806433105E+02,1.3330185413E+00,J091215.35+012001.8,138.0639857,1.3338440,0.0860,0.0907,0.0143,15.064,0.036,30.6,9.705E-01,14.952,0.072,15.1,8.886E-01,12.688,null,0.0,1.119E+00,8.603,null,1.2,1.037E+00,1,0,0.000,0.000,0.000,0.000,-72,240,84,265,0000,0,11nn,AAUU,0000,25,25,19,25,0,13,0,13
5566,6.680284,36.949522,27021598149721367,1.3806433105E+02,1.3330185413E+00,J091215.70+012004.2,138.0654468,1.3345015,0.3261,0.4476,0.1872,16.679,0.130,8.4,1.066E+00,16.403,0.309,3.5,9.282E-01,11.840,null,1.5,1.038E+00,9.032,null,-0.2,1.031E+00,1,0,0.000,0.000,0.000,0.000,-1124,1343,-3579,1639,0000,0,nnnn,BBUU,0000,3,26,0,26,0,14,0,14
5573,8.539583,-67.388908,27021598101929981,1.1937675476E+02,7.7488040924E+00,J075729.89+074458.9,119.3745448,7.7497161,0.1520,0.1660,-0.0261,16.022,0.054,20.0,1.028E+00,16.477,0.261,4.2,9.781E-01,12.642,null,-1.1,8.960E-01,8.711,null,-0.8,9.719E-01,1,0,0.000,0.000,0.000,0.007,-141,549,-637,606,0000,0,0nnn,ABUU,1100,22,24,1,24,0,13,0,13
5577,8.217789,-58.417170,27021598732692983,2.5936047363E+02,4.4642915726E+00,J171726.04+042755.7,259.3585231,4.4654871,0.0654,0.0666,-0.0054,14.332,0.029,37.2,8.676E-01,14.311,0.048,22.4,9.148E-01,11.847,null,0.7,8.224E-01,8.492,null,1.1,9.730E-01,1,0,0.000,0.000,0.000,0.000,83,144,-273,155,0000,0,00nn,AAUU,0022,30,30,30,30,0,12,0,13
5582,0.756034,109.445256,27021597964635467,2.8030628204E+01,2.9080568314E+01,J015207.40+290449.7,28.0308548,29.0804984,0.5736,0.5885,-0.1668,17.769,0.194,5.6,9.491E-01,16.786,null,1.8,9.300E-01,12.186,null,1.4,1.050E+00,8.722,null,1.5,1.024E+00,1,0,0.000,0.000,0.000,0.000,-778,1698,-527,1758,0000,0,nnnn,BUUU,1111,2,36,1,35,0,23,0,23
5583,8.061211,123.754292,4349283394,2.1228593445E+02,6.2528484344E+01,J140909.59+623138.0,212.2899701,62.5272401,0.3090,0.3140,0.0967,17.401,0.105,10.3,1.031E+00,16.939,0.244,4.4,8.806E-01,13.016,null,-1.0,9.499E-01,9.354,null,-0.5,9.222E-01,1,0,0.001,0.001,0.000,0.000,778,1456,182,1479,0000,0,nnnn,ABUU,0000,7,49,1,49,0,25,0,25
5584,0.172161,51.535749,4416250599,8.2088050842E+01,-7.3819551468E+00,J052821.14-072254.9,82.0880886,-7.3819254,0.1866,0.2034,-0.0392,16.233,0.068,16.0,7.644E-01,16.326,0.212,5.1,8.615E-01,12.237,null,0.6,9.171E-01,9.093,null,-1.8,8.820E-01,1,0,0.000,0.000,0.000,0.000,504,716,599,791,0000,0,0nnn,ABUU,0000,20,26,0,26,0,12,0,12
5585,7.554377,-172.602342,27021597934929244,3.1516851807E+02,3.7590801716E+00,J210040.37+034525.1,315.1682473,3.7569992,0.1864,0.1941,-0.0571,16.206,0.064,16.9,9.277E-01,17.008,0.428,2.5,9.817E-01,11.709,null,1.8,8.780E-01,8.988,null,-0.1,8.610E-01,1,0,0.000,0.000,0.000,0.000,-482,716,-1524,751,0000,0,0nnn,ACUU,1111,22,25,0,24,0,11,0,11
5586,4.963820,-130.710224,27021598873808871,3.0845184326E+02,1.0554646254E+00,J203348.19+010316.4,308.4507979,1.0545653,0.6215,0.6449,-0.1775,17.646,0.209,5.2,9.517E-01,16.557,null,1.9,8.333E-01,12.066,null,0.4,8.668E-01,8.161,null,1.6,8.692E-01,1,0,0.000,0.000,0.000,0.000,66,2957,-521,3067,0000,0,nnnn,BUUU,1111,1,24,0,24,0,12,0,12
5586,9.615511,36.021501,27021598873808871,3.0845184326E+02,1.0554646254E+00,J203348.81+010327.4,308.4534143,1.0576249,0.1561,0.1634,-0.0398,15.888,0.057,19.0,8.869E-01,16.045,0.181,6.0,9.567E-01,11.915,null,1.7,8.585E-01,8.287,null,1.9,1.059E+00,1,0,0.000,0.000,0.000,0.000,-220,579,-20,611,0000,0,0nnn,ABUU,1111,21,24,1,24,1,12,0,12
5588,7.447635,100.162946,4524169713,1.0223249054E+02,1.0355837345E+00,J064856.28+010206.7,102.2345272,1.0352187,0.2136,0.2424,-0.0368,16.309,0.076,14.4,1.072E+00,16.647,0.333,3.3,9.885E-01,12.239,null,0.4,7.987E-01,8.920,null,-0.5,9.907E-01,1,0,0.000,0.000,0.000,0.000,195,744,-1132,864,0000,0,0nnn,ABUU,0000,16,24,1,24,0,12,0,12
5589,2.565380,61.537998,4595922382,1.7184417725E+02,2.5284543991E+01,J112722.76+251705.5,171.8448701,25.2848836,0.0433,0.0424,-0.0093,12.713,0.023,46.8,1.123E+00,12.557,0.025,43.8,1.059E+00,11.939,0.344,3.2,9.510E-01,9.010,null,-0.1,7.627E-01,1,0,0.000,0.000,0.000,0.000,80,60,23,63,0000,0,00nn,AABU,0000,24,24,24,24,0,12,0,12
5593,3.451127,27.783358,4361393172,1.2450575256E+02,4.0140357971E+01,J081801.52+400828.3,124.5063371,40.1412061,0.4811,0.5301,0.0258,17.439,0.166,6.5,1.029E+00,16.631,null,1.6,8.786E-01,12.109,null,0.9,7.682E-01,8.973,null,-0.3,1.112E+00,1,0,0.000,0.000,0.000,0.000,-758,2148,598,2384,0000,0,nnnn,BUUU,0000,1,25,0,25,0,13,0,13
5593,8.196631,-69.693434,4361393172,1.2450575256E+02,4.0140357971E+01,J081800.71+400828.1,124.5029593,40.1411481,0.5663,0.6102,-0.0426,17.559,0.184,5.9,1.004E+00,17.279,null,-0.4,8.746E-01,12.362,null,0.5,8.578E-01,9.035,null,-0.2,1.041E+00,1,0,0.000,0.000,0.000,0.000,6002,2480,-938,2665,0000,0,nnnn,BUUU,0000,2,25,0,25,0,13,0,13
5594,0.637585,144.054679,4412082720,4.5102401733E+01,-3.9508181810E-01,J030024.60-002342.8,45.1025057,-0.3952252,0.1161,0.1180,-0.0303,15.799,0.043,25.2,1.189E+00,15.545,0.103,10.5,9.264E-01,12.751,null,0.1,9.316E-01,8.663,null,1.1,1.046E+00,1,0,0.000,0.000,0.000,0.000,382,246,-434,255,0000,0,2nnn,AAUU,0111,37,37,8,35,0,20,1,20
5595,6.273972,71.822264,4457304750,1.0977754974E+02,-2.4509160995E+01,J071907.04-243031.0,109.7793695,-24.5086173,0.0732,0.0767,-0.0147,14.794,0.030,35.9,2.179E+00,15.124,0.074,14.6,1.216E+00,12.431,null,0.5,1.065E+00,8.594,null,1.3,1.098E+00,1,0,0.000,0.000,0.000,0.000,300,190,-47,201,0000,0,11nn,AAUU,0000,28,29,16,29,0,13,0,13
5596,7.242816,86.379983,27021598103077894,1.3240933228E+02,1.0416366577E+01,J084938.72+102459.3,132.4113738,10.4164936,0.4935,0.5484,0.0170,17.412,0.171,6.4,8.835E-01,16.819,null,0.8,1.053E+00,12.450,null,-2.5,8.954E-01,8.816,null,0.4,1.088E+00,1,0,0.000,0.000,0.000,0.000,-2162,2160,-98,2405,0000,0,nnnn,BUUU,0000,2,22,0,22,0,11,0,11
5597,9.420371,-79.751306,5270517697,2.7736715698E+02,2.6016416550E+01,J182927.42+260100.7,277.3642916,26.0168821,0.2403,0.2607,-0.0588,16.808,0.084,12.9,9.276E-01,17.204,0.373,2.9,8.612E-01,12.780,null,-0.9,9.405E-01,8.820,null,0.9,9.799E-01,1,0,0.000,0.000,0.000,0.000,275,1087,-21,1190,0000,0,nnnn,ACUU,0000,6,35,0,35,0,18,0,18
5597,9.830255,86.842990,5270517697,2.7736715698E+02,2.6016416550E+01,J182928.84+260059.6,277.3701909,26.0165669,0.2760,0.2962,-0.0718,17.029,0.096,11.3,1.160E+00,17.340,0.448,2.4,8.760E-01,12.907,null,-2.0,9.506E-01,8.707,null,1.9,1.195E+00,1,0,0.004,0.000,0.000,0.000,-1201,1389,621,1496,0000,0,nnnn,ACUU,0000,6,36,0,36,0,19,0,19
5598,0.540326,41.084438,4592528656,1.3657687378E+02,2.3865196705E+00,J090618.47+022311.8,136.5769725,2.3866328,0.4660,0.5222,0.0504,17.377,0.163,6.7,9.158E-01,16.552,null,1.7,7.894E-01,12.055,null,1.3,9.272E-01,9.048,null,-0.3,1.057E+00,1,0,0.000,0.000,0.000,0.000,1673,2068,466,2333,0000,0,nnnn,BUUU,0000,5,22,0,22,0,11,0,11
