cntr_01,dist_x,pang_x,catalogid_01,ra_01,dec_01,gaia_dr3_source_id_01,snr_snowwhite_01,wd_type_01,teff_snowwhite_01,e_teff_snowwhite_01,logg_snowwhite_01,e_logg_snowwhite_01,spec_file_01,sn_median_all_01,mjd_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ext_flg,var_flg,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
10208,0.384592,168.611062,2.7021597959E+16,9.8551292419E+00,2.5806596756E+01,2.8068663031E+18,5.4919715881E+01,DA,3.6343347656E+04,1.2676080322E+02,7.8739447594E+00,2.3211601365E-04,spec-104664-59906-27021597959248717.fits,2.4115453720E+01,59906,J003925.23+254823.3,9.8551527,25.8064920,0.1320,0.1324,-0.0395,15.597,0.049,22.3,9.281E-01,15.427,0.118,9.2,9.426E-01,12.899,null,-0.1,9.769E-01,8.794,null,1.3,1.090E+00,1,0,0.000,0.000,0.000,0.004,0000,0,00nn,0000,17,17,5,17,0,15,0,15,116749801,16.594,0.122,16.005,0.169,15.825,0.247
10246,0.643311,-136.782796,2.7021597919E+16,1.5000605774E+02,5.8456516266E+01,1.0464989152E+18,1.3263692856E+01,DA,8.3653798828E+03,1.6148876190E+01,7.8986949921E+00,9.7086001188E-04,spec-102930-59955-27021597918814796.fits,5.0626015663E-01,59955,J100001.39+582722.9,150.0058238,58.4563860,0.8466,0.9160,0.2409,17.197,0.147,7.4,7.290E-01,17.008,0.439,2.5,9.496E-01,12.810,null,0.4,1.058E+00,9.024,null,0.9,1.124E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,2,19,1,19,0,17,0,19,null,null,null,null,null,null,null
10247,0.643311,-136.782796,2.7021597919E+16,1.5000605774E+02,5.8456516266E+01,1.0464989152E+18,1.3263692856E+01,DA,8.3653798828E+03,1.6148876190E+01,7.8986949921E+00,9.7086001188E-04,spec-102930-59957-27021597918814796.fits,9.4256076813E+00,59957,J100001.39+582722.9,150.0058238,58.4563860,0.8466,0.9160,0.2409,17.197,0.147,7.4,7.290E-01,17.008,0.439,2.5,9.496E-01,12.810,null,0.4,1.058E+00,9.024,null,0.9,1.124E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0011,2,19,1,19,0,17,0,19,null,null,null,null,null,null,null
10304,0.252636,-28.024807,2.7021597936E+16,3.2083432007E+02,5.7148857117E+00,1.7385105742E+18,2.8868968964E+01,DA,2.0208697266E+04,1.9295004272E+02,7.5876836777E+00,1.8714065664E-04,spec-101055-59882-27021597935679950.fits,1.4650293350E+01,59882,J212320.22+054253.8,320.8342869,5.7149477,0.2846,0.3006,-0.0679,15.691,0.053,20.4,9.028E-01,15.791,0.155,7.0,8.640E-01,12.408,null,1.2,8.279E-01,9.379,null,-1.8,1.120E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0000,17,17,3,17,0,16,0,16,1107452802,16.447,0.129,15.883,0.161,15.448,0.195
10372,0.140624,-20.214788,4.4162505990E+09,8.2088050842E+01,-7.3819551468E+00,3.0165932670E+18,2.8467866898E+01,DA,2.3988310547E+04,1.1771388054E+01,7.6074681282E+00,3.3155854908E-04,spec-015111-59218-4416250599.fits,2.0254701614E+01,59218,J052821.12-072254.9,82.0880372,-7.3819185,0.7315,0.7879,-0.1629,16.603,0.124,8.7,9.678E-01,17.041,0.535,2.0,9.775E-01,12.649,null,-0.3,8.925E-01,9.251,null,-1.0,8.425E-01,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,3,13,0,13,0,12,0,12,null,null,null,null,null,null,null
10388,0.241657,109.505218,4.4120827200E+09,4.5102401733E+01,-3.9508181810E-01,5.1881158856E+18,7.0707946777E+01,DA,6.0024394531E+03,1.9871194661E-01,8.1430644989E+00,2.1961815946E-05,spec-015049-59193-4412082720.fits,5.0233188629E+01,59193,J030024.59-002342.3,45.1024650,-0.3951042,0.2971,0.3023,-0.0823,15.852,0.053,20.5,9.333E-01,15.617,0.134,8.1,9.163E-01,12.932,null,0.1,9.204E-01,9.306,null,0.2,1.084E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0111,21,21,3,21,0,20,1,20,null,null,null,null,null,null,null
10501,0.881558,159.113427,2.7021598158E+16,2.1846154785E+02,7.2478003502E+00,1.1722896081E+18,3.6711559296E+01,DA,6.0000000000E+03,0.0000000000E+00,8.9899997711E+00,0.0000000000E+00,spec-102380-59981-27021598157941645.fits,7.6775889397E+00,59981,J143350.79+071451.2,218.4616359,7.2475716,0.9680,1.0525,0.1596,17.421,0.161,6.7,8.449E-01,16.801,null,1.3,8.917E-01,13.109,null,-0.5,9.028E-01,9.502,null,-0.1,9.302E-01,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,0011,4,26,0,26,0,25,0,26,null,null,null,null,null,null,null
10515,0.608241,-152.644717,2.7021597926E+16,3.1823397827E+02,-2.9857368469E+00,6.9129343403E+18,7.6119125366E+01,DA,2.0721689453E+04,6.6702919006E+01,7.5270972252E+00,7.4015773134E-04,spec-101079-59764-27021597926177269.fits,5.8138742447E+00,59764,J211256.13-025909.1,318.2339005,-2.9858869,0.8516,0.9048,-0.2728,16.997,0.141,7.7,8.441E-01,16.687,null,0.9,1.015E+00,12.722,null,-0.7,8.797E-01,8.714,null,0.9,1.085E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,3,15,0,15,0,13,0,13,null,null,null,null,null,null,null
10525,0.845773,64.076654,4.3608677030E+09,1.2934703064E+02,5.1015720367E+01,1.0277048942E+18,4.6542636871E+01,DA,7.1377719727E+03,8.1912841797E+00,7.7887997627E+00,2.9479351360E-04,spec-015244-59257-4360867703.fits,3.3200565338E+01,59257,J083723.36+510056.9,129.3473665,51.0158231,0.7081,0.7897,-0.0758,16.792,0.122,8.9,9.260E-01,16.446,null,1.5,9.194E-01,12.844,null,-0.1,8.507E-01,9.223,null,-0.8,1.075E+00,1,0,0.000,0.000,0.000,0.000,0000,0,nnnn,0000,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null
10536,0.667570,1.833845,4.3517012790E+09,2.0004753113E+02,4.7205810547E+01,1.5514022524E+18,6.0462417603E+01,DA,7.5992602539E+03,1.2667088509E+01,7.7752118111E+00,1.2533632980E-04,spec-015296-59317-4351701279.fits,2.9629926682E+01,59317,J132011.40+471221.5,200.0475399,47.2059959,0.6092,0.6426,0.1624,16.805,0.102,10.6,9.285E-01,17.295,0.518,2.1,8.007E-01,12.463,null,1.5,1.037E+00,9.427,null,-0.8,9.850E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,7,19,0,19,0,18,0,18,1077005249,16.776,0.161,16.912,null,17.150,null
10537,0.667570,1.833845,4.3517012790E+09,2.0004753113E+02,4.7205810547E+01,1.5514022524E+18,6.0462417603E+01,DA,7.5992602539E+03,1.2667088509E+01,7.7752118111E+00,1.2533632980E-04,spec-015296-59346-4351701279.fits,3.1475605011E+01,59346,J132011.40+471221.5,200.0475399,47.2059959,0.6092,0.6426,0.1624,16.805,0.102,10.6,9.285E-01,17.295,0.518,2.1,8.007E-01,12.463,null,1.5,1.037E+00,9.427,null,-0.8,9.850E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,7,19,0,19,0,18,0,18,1077005249,16.776,0.161,16.912,null,17.150,null
10669,0.591245,51.881163,2.7021597935E+16,3.2239642334E+02,2.2546754777E-01,2.6877680669E+18,4.7782238007E+01,DA,8.9067236328E+03,9.2332506180E+00,8.0064964294E+00,1.1984953744E-04,spec-101067-59847-27021597935145680.fits,2.6789407730E+01,59847,J212935.17+001332.0,322.3965525,0.2255689,0.2542,0.2595,-0.0640,15.277,0.046,23.4,1.047E+00,15.359,0.142,7.7,8.800E-01,12.629,null,-1.2,8.889E-01,8.514,null,1.2,9.263E-01,1,0,0.000,0.000,0.000,0.000,0000,0,0nnn,0000,11,11,2,11,0,10,0,10,1047708607,15.340,0.053,15.130,0.073,14.989,0.135
10816,0.083982,174.639186,2.7021598874E+16,3.0839343262E+02,3.8217139244E+00,4.2332297868E+18,4.2546176147E+02,DA,1.5860125977E+04,6.9851211548E+01,8.9899997711E+00,2.1420375560E-05,spec-101017-59844-27021598874144790.fits,4.4605059624E+00,59844,J203334.42+034918.0,308.3934348,3.8216907,0.6973,0.7209,-0.2177,16.579,0.114,9.5,8.905E-01,16.937,null,-0.9,1.068E+00,12.369,null,0.8,9.795E-01,9.107,null,-0.9,1.040E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,1111,6,13,0,13,1,12,0,12,null,null,null,null,null,null,null
10817,0.083982,174.639186,2.7021598874E+16,3.0839343262E+02,3.8217139244E+00,4.2332297868E+18,4.2546176147E+02,DA,1.5860125977E+04,6.9851211548E+01,8.9899997711E+00,2.1420375560E-05,spec-101017-59846-27021598874144790.fits,6.5453219414E+00,59846,J203334.42+034918.0,308.3934348,3.8216907,0.6973,0.7209,-0.2177,16.579,0.114,9.5,8.905E-01,16.937,null,-0.9,1.068E+00,12.369,null,0.8,9.795E-01,9.107,null,-0.9,1.040E+00,1,0,0.000,0.000,0.000,0.000,0000,0,1nnn,1111,6,13,0,13,1,12,0,12,null,null,null,null,null,null,null
